timestep,slice_id,tx_brate,tx_pckts,dl_buffer
1,0,0.005,4.0,0.0
1,1,0.005,5.5,0.0
1,2,0.0075,8.25,0.0
2,0,3.055,159.0,11401.0
2,1,0.04,6.0,0.0
2,2,0.07,14.0,0.0
3,0,2.35,231.75,73766.75
3,1,0.05,9.0,0.0
3,2,0.0925,24.5,0.0
4,0,3.65,239.75,162066.75
4,1,0.05,9.5,0.0
4,2,0.12250000000000001,22.5,0.0
5,0,4.5675,230.0,83180.5
5,1,0.05,19.5,76.0
5,2,0.12250000000000001,23.75,0.0
6,0,1.48,234.5,183326.5
6,1,0.05,10.0,79.0
6,2,0.1075,19.5,0.0
7,0,3.7224999999999997,239.75,163630.25
7,1,0.07,16.0,0.0
7,2,0.12,23.25,0.0
8,0,4.0825000000000005,162.0,88095.75
8,1,0.06,10.5,0.0
8,2,0.0875,17.25,0.0
9,0,2.3675,199.5,124539.75
9,1,0.07,13.5,0.0
9,2,0.14,33.25,0.0
10,0,3.5774999999999997,239.75,168590.0
10,1,0.045,9.0,0.0
10,2,0.125,30.25,0.0
11,0,4.7475,241.25,101137.75
11,1,0.05,19.5,0.0
11,2,0.1,20.0,0.0
12,0,4.665,222.0,44750.75
12,1,0.065,15.0,0.0
12,2,0.1175,24.25,0.0
13,0,2.4175,226.75,76059.5
13,1,0.060000000000000005,26.5,0.0
13,2,0.14500000000000002,30.75,0.0
14,0,3.3075,155.0,171926.0
14,1,0.06,13.0,0.0
14,2,0.1325,28.75,0.0
15,0,4.535,202.5,147169.5
15,1,0.04,7.5,0.0
15,2,0.11,42.25,0.0
16,0,4.54,220.25,61307.0
16,1,0.03,5.5,0.0
16,2,0.0975,20.0,0.0
17,0,3.9225000000000003,119.75,35611.0
17,1,0.09,31.0,0.0
17,2,0.1225,27.5,0.0
18,0,1.4849999999999999,233.5,183403.5
18,1,0.07,12.5,0.0
18,2,0.0925,35.25,0.0
19,0,4.6225,242.5,140603.0
19,1,0.045,9.0,0.0
19,2,0.11750000000000001,42.25,0.0
20,0,4.525,223.5,71133.75
20,1,0.05,9.0,0.0
20,2,0.1175,28.0,48.5
21,0,1.5350000000000001,234.0,164341.5
21,1,0.07500000000000001,15.0,0.0
21,2,0.14,24.75,0.0
22,0,1.5225,234.5,183231.0
22,1,0.07,13.5,0.0
22,2,0.10250000000000001,20.75,0.0
23,0,4.6325,242.25,145129.0
23,1,0.065,12.5,0.0
23,2,0.1,19.25,12.25
24,0,4.3475,224.75,84078.25
24,1,0.07,13.5,0.0
24,2,0.0925,21.25,0.0
25,0,1.4849999999999999,234.0,164116.0
25,1,0.04,7.0,0.0
25,2,0.12000000000000001,24.75,0.0
26,0,4.76,242.25,140452.5
26,1,0.095,17.5,0.0
26,2,0.125,34.75,0.0
27,0,4.3625,222.75,77884.0
27,1,0.08,24.5,0.0
27,2,0.1275,27.0,0.0
28,0,1.525,234.5,164295.25
28,1,0.045,8.5,0.0
28,2,0.12,21.75,0.0
