timestep,kpi,q0,q1,q2,q3,q4
2,tx_brate,0.0,0.0,0.0,0.15500000000000003,2.2249999999999996
2,tx_pckts,1.0,1.0,1.0,29.5,227.5
2,dl_buffer,0.0,0.0,0.0,0.0,163.0
3,tx_brate,0.0,0.03208333333333333,0.20854166666666663,0.5774999999999999,2.2249999999999996
3,tx_pckts,1.0,5.208333333333333,28.354166666666668,76.75,227.5
3,dl_buffer,0.0,0.0,0.0,0.0,1939.5
4,tx_brate,0.0,0.03208333333333333,0.20854166666666663,0.5774999999999999,2.2249999999999996
4,tx_pckts,1.0,5.208333333333333,42.6625,76.75,227.5
4,dl_buffer,0.0,0.0,0.0,0.0,1939.5
5,tx_brate,0.0,0.06216145833333333,0.08271440972222222,0.8756770833333332,2.2249999999999996
5,tx_pckts,1.0,10.9421875,29.248281250000005,104.115625,227.5
5,dl_buffer,0.0,0.0,0.0,0.0,1939.5
6,tx_brate,0.0,0.07397780257936508,0.1634667782738095,0.8756770833333332,2.2249999999999996
6,tx_pckts,1.0,14.977656249999999,39.11345312500001,104.115625,231.0
6,dl_buffer,0.0,0.0,0.0,0.0,1939.5
7,tx_brate,0.0,0.09566092329187567,0.16157927083199122,0.8756770833333332,2.2249999999999996
7,tx_pckts,1.0,19.09409090909091,39.63679598721592,104.115625,231.0
7,dl_buffer,0.0,0.0,0.0,0.0,1939.5
8,tx_brate,0.0,0.09566092329187567,0.23248983083576008,0.8756770833333332,2.2249999999999996
8,tx_pckts,1.0,19.09409090909091,39.63679598721592,104.115625,231.0
8,dl_buffer,0.0,0.0,0.0,0.0,1939.5
9,tx_brate,0.0,0.11679636245876296,0.22926981372821018,1.0294771012721096,2.2249999999999996
9,tx_pckts,1.0,22.606526907928718,39.53262132363141,118.88568574329854,231.0
9,dl_buffer,0.0,0.0,0.0,69.26785714285714,1939.5
10,tx_brate,0.0,0.13355898336800032,0.22926981372821018,1.0294771012721096,2.2249999999999996
10,tx_pckts,1.0,25.464951717904196,39.53262132363141,118.88568574329854,231.0
10,dl_buffer,0.0,0.0,0.0,46.17857142857143,1939.5
11,tx_brate,0.0,0.15097484553337887,0.2284383659043172,1.0294771012721096,2.2249999999999996
11,tx_pckts,1.0,28.270334821176107,39.56576956481533,118.88568574329854,231.0
11,dl_buffer,0.0,0.0,0.0,265.0714285714286,6715.5
