timestep,decision,prb_decision,policy_decision
478,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
479,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
480,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
481,"(30, 9, 11, 1, 2, 0)","[30, 9, 11]","[1, 2, 0]"
482,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
483,"(18, 9, 23, 0, 1, 0)","[18, 9, 23]","[0, 1, 0]"
484,"(18, 9, 23, 0, 1, 0)","[18, 9, 23]","[0, 1, 0]"
485,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
486,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
487,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
488,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
489,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
490,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
491,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
492,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
493,"(6, 9, 35, 1, 1, 0)","[6, 9, 35]","[1, 1, 0]"
494,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
495,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
496,"(18, 9, 23, 0, 1, 0)","[18, 9, 23]","[0, 1, 0]"
497,"(6, 9, 35, 1, 1, 0)","[6, 9, 35]","[1, 1, 0]"
498,"(6, 9, 35, 1, 2, 0)","[6, 9, 35]","[1, 2, 0]"
499,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
500,"(18, 9, 23, 2, 0, 2)","[18, 9, 23]","[2, 0, 2]"
501,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
502,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
503,"(6, 9, 35, 1, 1, 0)","[6, 9, 35]","[1, 1, 0]"
504,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
