timestep,slice_id,tx_brate,tx_pckts,dl_buffer
1,0,0.005,4.75,0.0
1,1,0.005,4.0,0.0
1,2,0.0075,6.25,0.0
2,0,0.675,77.5,10707.5
2,1,0.06,13.0,0.0
2,2,0.08,14.0,0.0
3,0,1.355,233.0,46982.25
3,1,0.14500000000000002,27.0,0.0
3,2,0.22999999999999998,37.25,0.0
4,0,1.34,230.75,93838.5
4,1,0.1875,42.75,0.0
4,2,0.255,41.5,0.0
5,0,1.4,228.25,93586.5
5,1,0.155,48.5,63.0
5,2,0.24,46.5,0.0
6,0,1.2983333333333333,230.41666666666666,93587.41666666667
6,1,0.17,45.083333333333336,0.0
6,2,0.25166666666666665,43.666666666666664,13.166666666666666
7,0,1.3183333333333334,231.41666666666666,93737.75
7,1,0.20583333333333334,45.25,13.166666666666666
7,2,0.23750000000000002,41.166666666666664,26.333333333333332
8,0,1.2825,230.16666666666666,93780.91666666667
8,1,0.16833333333333333,44.333333333333336,0.0
8,2,0.24250000000000002,42.25,26.333333333333332
9,0,1.31125,229.5,93761.25
9,1,0.185,44.125,0.0
9,2,0.23375,41.25,39.5
10,0,1.3533333333333333,229.16666666666666,93586.16666666667
10,1,0.1625,49.583333333333336,0.0
10,2,0.22916666666666666,40.333333333333336,0.0
11,0,1.3866666666666667,231.5,93746.5
11,1,0.17333333333333334,44.583333333333336,0.0
11,2,0.2325,41.75,0.0
12,0,1.3499999999999999,230.33333333333334,93757.66666666667
12,1,0.18333333333333335,58.5,0.0
12,2,0.21166666666666667,36.75,26.333333333333332
13,0,1.35125,232.125,93558.25
13,1,0.1675,35.25,5.125
13,2,0.24875,43.125,0.0
14,0,1.3333333333333333,230.83333333333334,93860.66666666667
14,1,0.16583333333333333,37.666666666666664,35.083333333333336
14,2,0.2325,41.666666666666664,0.0
15,0,1.3925,231.5,93893.0
15,1,0.195,41.125,4.875
15,2,0.21,36.375,39.5
16,0,1.2825,227.16666666666666,93661.58333333333
16,1,0.18916666666666668,54.583333333333336,31.916666666666668
16,2,0.24583333333333335,43.5,0.0
17,0,1.3416666666666668,229.5,93597.33333333333
17,1,0.16416666666666666,44.75,0.0
17,2,0.225,38.833333333333336,0.0
18,0,1.365,229.16666666666666,93808.08333333333
18,1,0.16166666666666665,39.25,22.0
18,2,0.24333333333333332,42.75,35.083333333333336
19,0,1.2725,226.0,93579.375
19,1,0.15625,51.125,0.0
19,2,0.23125,39.375,39.5
20,0,1.335,232.25,93475.5
20,1,0.1625,35.75,0.0
20,2,0.28,48.0,0.0
21,0,1.295,230.75,93448.0
21,1,0.1675,44.25,9.0
21,2,0.2575,45.75,0.0
22,0,1.2425,225.75,93866.5
22,1,0.2,51.0,0.0
22,2,0.2575,42.5,79.0
23,0,1.3825,233.125,93791.375
23,1,0.16375,33.75,0.0
23,2,0.23625,41.25,0.0
24,0,1.455,234.0,93779.375
24,1,0.17625,34.5,0.0
24,2,0.23,40.375,39.5
25,0,1.31,227.625,93787.0
25,1,0.18,49.75,0.0
25,2,0.25125,42.125,39.5
26,0,1.3875,231.75,93884.875
26,1,0.17875000000000002,45.625,39.5
26,2,0.21625,38.25,39.5
27,0,1.3291666666666666,227.75,93788.0
27,1,0.18416666666666667,49.916666666666664,7.75
27,2,0.2175,37.583333333333336,26.333333333333332
28,0,1.325,228.125,93796.375
28,1,0.205,52.75,43.125
28,2,0.2175,39.375,19.75
29,0,1.3225,228.0,93772.25
29,1,0.16749999999999998,46.5,0.0
29,2,0.22583333333333333,41.833333333333336,26.333333333333332
30,0,1.3983333333333334,231.16666666666666,93671.66666666667
30,1,0.1725,42.166666666666664,13.166666666666666
30,2,0.22416666666666665,39.833333333333336,0.0
31,0,1.335,229.625,93827.625
31,1,0.18,45.75,19.75
31,2,0.2275,40.625,39.5
32,0,1.34625,229.0,93842.625
32,1,0.1875,59.5,44.25
32,2,0.21625,37.375,0.0
33,0,1.3958333333333333,231.41666666666666,93782.16666666667
33,1,0.15166666666666667,37.25,0.0
33,2,0.21416666666666664,37.916666666666664,0.0
34,0,1.2575,226.875,93779.0
34,1,0.18625,47.625,39.5
34,2,0.26875,48.375,0.0
35,0,1.2925,231.625,93706.75
35,1,0.1725,49.75,2.5
35,2,0.22,37.625,39.5
36,0,1.3666666666666665,230.16666666666666,93649.25
36,1,0.1425,35.416666666666664,0.0
36,2,0.24083333333333334,41.916666666666664,0.0
37,0,1.37,230.25,93730.41666666667
37,1,0.16666666666666666,50.333333333333336,17.833333333333332
37,2,0.21750000000000003,37.833333333333336,0.0
38,0,1.43375,230.75,93763.0
38,1,0.185,47.25,0.0
38,2,0.22125,37.75,39.5
39,0,1.33125,231.375,93835.625
39,1,0.15625,35.125,0.0
39,2,0.2375,40.625,0.0
40,0,1.3625,230.41666666666666,93803.75
40,1,0.17166666666666666,42.75,42.25
40,2,0.24166666666666667,43.333333333333336,0.0
41,0,1.37125,228.0,93467.875
41,1,0.15875,54.75,68.875
41,2,0.25,43.125,59.25
42,0,1.2862500000000001,230.0,93857.125
42,1,0.18375,45.25,15.125
42,2,0.24,43.625,0.0
43,0,1.3791666666666667,232.5,93621.16666666667
43,1,0.17833333333333334,43.083333333333336,0.0
43,2,0.23916666666666667,41.583333333333336,0.0
44,0,1.2816666666666665,227.66666666666666,93884.16666666667
44,1,0.18500000000000003,50.75,39.25
44,2,0.24666666666666667,43.166666666666664,26.333333333333332
45,0,1.23875,231.25,93962.625
45,1,0.18375,47.25,79.0
45,2,0.23375,40.0,0.0
46,0,1.435,233.125,93657.5
46,1,0.15625,36.375,33.0
46,2,0.26125,44.375,19.75
47,0,1.3825,230.125,93843.5
47,1,0.185,46.75,18.375
47,2,0.21250000000000002,39.75,39.5
48,0,1.3633333333333333,231.25,93785.33333333333
48,1,0.16749999999999998,43.5,26.333333333333332
48,2,0.2575,43.5,39.5
49,0,1.3383333333333332,228.91666666666666,93658.75
49,1,0.16333333333333333,48.833333333333336,52.666666666666664
49,2,0.21916666666666665,39.416666666666664,0.0
50,0,1.3758333333333335,230.75,93668.25
50,1,0.16583333333333333,41.75,26.333333333333332
50,2,0.21583333333333335,37.583333333333336,26.333333333333332
51,0,1.3225,228.5,93555.75
51,1,0.1875,42.125,41.625
51,2,0.255,45.125,0.0
52,0,1.22375,225.75,93691.5
52,1,0.17875,59.25,171.625
52,2,0.23625000000000002,40.875,0.0
53,0,1.3691666666666666,227.58333333333334,93847.33333333333
53,1,0.17,53.583333333333336,108.41666666666667
53,2,0.24416666666666667,43.5,26.333333333333332
54,0,1.4083333333333332,232.58333333333334,93653.58333333333
54,1,0.16833333333333333,40.166666666666664,52.666666666666664
54,2,0.21166666666666667,36.416666666666664,0.0
55,0,1.30625,227.75,93922.625
55,1,0.175,46.5,39.5
55,2,0.22875,39.5,39.5
56,0,1.3783333333333332,232.75,93571.91666666667
56,1,0.17833333333333334,43.5,6.833333333333333
56,2,0.22833333333333336,39.25,0.0
57,0,1.3308333333333333,229.5,93936.75
57,1,0.1625,46.0,14.666666666666666
