timestep,slice_id,tx_brate,tx_pckts,dl_buffer
1,0,0.0,4.666666666666667,0.0
1,1,0.006666666666666667,4.666666666666667,0.0
1,2,0.006666666666666667,6.333333333333333,0.0
2,0,0.77,32.0,0.0
2,1,0.05,9.0,0.0
2,2,0.06,9.5,0.0
3,0,2.1475,99.25,0.0
3,1,0.13,33.75,0.0
3,2,0.225,48.25,0.0
4,0,2.135,100.0,0.0
4,1,0.1825,35.0,0.0
4,2,0.2575,52.75,0.0
5,0,2.1475,109.25,631.75
5,1,0.15500000000000003,33.0,0.0
5,2,0.225,63.25,60.5
6,0,2.1550000000000002,95.25,0.0
6,1,0.19,36.0,0.0
6,2,0.23500000000000001,43.25,79.0
7,0,2.1550000000000002,117.25,71.25
7,1,0.135,27.25,39.5
7,2,0.22,48.75,0.0
8,0,2.1550000000000002,89.5,366.5
8,1,0.1725,35.5,0.0
8,2,0.26,45.25,79.0
9,0,2.19,106.75,224.5
9,1,0.15,42.5,395.0
9,2,0.2775,90.5,74.25
10,0,2.1550000000000002,100.5,0.0
10,1,0.21000000000000002,54.0,4.0
10,2,0.215,45.75,0.0
11,0,2.1475,95.75,154.75
11,1,0.2375,45.5,39.5
11,2,0.23,40.0,0.0
12,0,2.1625,113.0,280.5
12,1,0.1525,33.25,0.0
12,2,0.25,75.75,0.0
13,0,2.1525,92.75,366.5
13,1,0.195,50.25,100.5
13,2,0.2425,59.0,0.0
14,0,2.15,98.5,0.0
14,1,0.175,33.75,0.0
14,2,0.20500000000000002,52.25,0.0
15,0,2.1425,104.75,0.0
15,1,0.16499999999999998,31.25,0.0
15,2,0.21500000000000002,42.5,0.0
16,0,2.1550000000000002,109.5,915.75
16,1,0.1875,48.0,39.5
16,2,0.245,54.5,0.0
17,0,2.1550000000000002,109.5,183.25
17,1,0.175,35.25,0.0
17,2,0.2175,48.5,0.0
18,0,2.1525,92.75,0.0
18,1,0.15,29.0,0.0
18,2,0.2475,56.5,0.0
19,0,2.15,94.5,183.25
19,1,0.1775,44.75,72.0
19,2,0.20500000000000002,39.5,0.0
20,0,2.1500000000000004,98.75,0.0
20,1,0.1675,35.0,0.0
20,2,0.2375,64.25,38.75
21,0,2.1875,110.75,0.0
21,1,0.17500000000000002,40.5,0.0
21,2,0.2325,48.25,79.0
22,0,2.1550000000000002,103.25,0.0
22,1,0.165,31.75,43.25
22,2,0.20500000000000002,53.25,0.0
23,0,2.15,99.0,366.5
23,1,0.165,31.75,78.75
23,2,0.1975,51.75,136.75
24,0,2.1550000000000002,98.75,366.5
24,1,0.185,62.25,0.0
24,2,0.21500000000000002,50.25,62.5
25,0,2.1875,92.0,0.0
25,1,0.1775,37.25,23.25
25,2,0.2,37.5,70.0
26,0,2.14,104.0,0.0
26,1,0.16999999999999998,33.0,39.5
26,2,0.20750000000000002,45.25,0.0
27,0,2.1550000000000002,95.5,0.0
27,1,0.16,31.5,0.0
27,2,0.29500000000000004,54.25,0.0
28,0,2.145,115.5,3469.5
28,1,0.19,37.5,0.0
28,2,0.2225,49.75,0.0
29,0,2.1500000000000004,89.5,0.0
29,1,0.16,31.5,0.0
29,2,0.225,42.75,0.0
30,0,2.1375,102.75,1229.75
30,1,0.1575,45.75,0.0
30,2,0.2375,42.5,0.0
31,0,2.1675,102.25,0.0
31,1,0.16999999999999998,33.5,21.75
31,2,0.23,62.5,0.0
32,0,2.1525,92.5,0.0
32,1,0.22,40.75,0.0
32,2,0.1875,49.5,79.0
33,0,2.1525,136.0,3728.0
33,1,0.175,54.25,267.5
33,2,0.23,55.25,0.0
34,0,2.1475,123.25,168.5
34,1,0.15250000000000002,47.75,436.0
34,2,0.24,70.5,42.25
35,0,2.1550000000000002,99.25,437.75
35,1,0.2425,49.25,39.5
35,2,0.255,53.75,0.0
36,0,2.1475,96.0,0.0
36,1,0.18,46.5,0.0
36,2,0.2175,47.75,47.5
37,0,2.1925,102.75,0.0
37,1,0.15000000000000002,35.5,0.0
37,2,0.21000000000000002,41.25,0.0
38,0,2.1574999999999998,96.0,0.0
38,1,0.14750000000000002,28.25,78.75
38,2,0.2225,43.75,0.0
39,0,2.1525,106.5,366.5
39,1,0.155,30.0,0.0
39,2,0.23249999999999998,62.75,12.5
40,0,2.15,91.75,0.0
40,1,0.1525,32.0,65.75
40,2,0.25749999999999995,55.5,67.5
41,0,2.1825,128.5,0.0
41,1,0.1825,57.25,0.0
41,2,0.225,52.75,73.5
42,0,2.1500000000000004,102.75,0.0
42,1,0.1525,28.75,0.0
42,2,0.24,59.25,39.5
43,0,2.14,113.75,27.5
43,1,0.175,35.75,0.0
43,2,0.22749999999999998,69.75,177.25
44,0,2.2025,135.5,183.25
44,1,0.16,34.0,0.0
44,2,0.265,52.5,0.0
45,0,2.1574999999999998,93.25,0.0
45,1,0.155,48.5,78.75
45,2,0.2,38.75,0.0
46,0,2.14,89.0,0.0
46,1,0.20500000000000002,50.0,0.0
46,2,0.2225,48.75,79.0
47,0,2.14,101.25,0.0
47,1,0.14500000000000002,28.5,39.5
