timestep,slice_id,tx_brate,tx_pckts,dl_buffer
1,0,0.0,3.5,0.0
1,1,0.0,2.0,0.0
1,2,0.005,6.0,0.0
2,0,0.0,2.5,0.0
2,1,0.0,1.5,0.0
2,2,0.01,7.0,0.0
3,0,4.234999999999999,89.5,0.0
3,1,0.06,11.0,0.0
3,2,0.095,18.0,0.0
4,0,4.105,112.0,859.0
4,1,0.05,10.0,0.0
4,2,0.135,25.0,79.0
5,0,4.2,103.5,0.0
5,1,0.05500000000000001,10.0,0.0
5,2,0.115,21.0,0.0
6,0,4.234999999999999,89.5,716.5
6,1,0.08,15.5,0.0
6,2,0.125,23.5,0.0
7,0,4.205,102.0,0.0
7,1,0.05500000000000001,10.5,0.0
7,2,0.1,18.5,0.0
8,0,4.2,102.0,794.0
8,1,0.055,11.0,0.0
8,2,0.12,23.0,0.0
9,0,4.234999999999999,89.5,0.0
9,1,0.055,16.5,0.0
9,2,0.095,18.0,0.0
10,0,4.24,97.5,0.0
10,1,0.065,12.5,0.0
10,2,0.13,24.0,0.0
11,0,4.205,102.0,0.0
11,1,0.045,8.5,0.0
11,2,0.125,23.5,0.0
12,0,4.234999999999999,89.5,0.0
12,1,0.05,9.5,0.0
12,2,0.09,17.5,0.0
13,0,4.345000000000001,98.0,2004.5
13,1,0.065,12.5,0.0
13,2,0.11,21.0,0.0
14,0,4.234999999999999,89.5,0.0
14,1,0.065,12.0,0.0
14,2,0.135,25.0,0.0
15,0,4.21,89.0,0.0
15,1,0.05500000000000001,11.0,0.0
15,2,0.105,19.5,0.0
16,0,4.23,111.5,1289.0
16,1,0.05,9.5,0.0
16,2,0.09,17.5,0.0
17,0,4.23,109.5,0.0
17,1,0.09,17.5,0.0
17,2,0.105,19.5,0.0
18,0,4.205,101.5,0.0
18,1,0.05,9.5,0.0
18,2,0.13,23.0,0.0
19,0,4.234999999999999,89.5,0.0
19,1,0.07500000000000001,14.5,0.0
19,2,0.11499999999999999,21.5,0.0
20,0,4.23,102.5,909.5
20,1,0.08499999999999999,16.5,0.0
20,2,0.1,19.0,0.0
21,0,4.19,119.5,5042.5
21,1,0.06,11.5,0.0
21,2,0.135,24.5,0.0
22,0,4.234999999999999,89.5,0.0
22,1,0.05,9.0,0.0
22,2,0.115,22.0,0.0
23,0,4.234999999999999,89.5,0.0
23,1,0.05,9.5,0.0
23,2,0.12,23.0,0.0
24,0,4.234999999999999,89.5,0.0
24,1,0.075,14.0,0.0
24,2,0.11,20.0,0.0
25,0,4.1899999999999995,90.5,1424.0
25,1,0.07500000000000001,14.5,0.0
25,2,0.085,15.5,0.0
26,0,4.234999999999999,89.5,716.5
26,1,0.07,14.0,0.0
26,2,0.14,24.5,0.0
27,0,4.234999999999999,98.0,0.0
27,1,0.060000000000000005,12.0,0.0
27,2,0.11,21.0,79.0
28,0,4.234999999999999,89.5,0.0
28,1,0.07500000000000001,14.5,0.0
28,2,0.12,21.0,0.0
29,0,4.21,89.0,0.0
29,1,0.05,19.0,0.0
29,2,0.11,21.0,0.0
30,0,4.234999999999999,89.5,0.0
30,1,0.06,11.5,0.0
30,2,0.125,22.5,0.0
31,0,4.07,102.0,0.0
31,1,0.060000000000000005,12.0,0.0
31,2,0.1,19.0,0.0
32,0,4.21,89.0,0.0
32,1,0.07,14.0,0.0
32,2,0.13,25.0,0.0
33,0,4.225,102.5,0.0
33,1,0.07,13.5,0.0
33,2,0.11000000000000001,21.5,0.0
34,0,4.07,102.0,0.0
34,1,0.06,12.0,0.0
34,2,0.14,25.0,0.0
35,0,4.234999999999999,89.5,0.0
35,1,0.07500000000000001,14.0,0.0
35,2,0.12,21.0,0.0
36,0,4.234999999999999,89.5,0.0
36,1,0.05,9.5,0.0
36,2,0.12,22.0,0.0
37,0,4.234999999999999,89.5,0.0
37,1,0.055,11.0,0.0
37,2,0.12,23.0,0.0
38,0,4.21,89.0,0.0
38,1,0.05500000000000001,11.0,0.0
38,2,0.13,23.0,0.0
39,0,4.234999999999999,89.5,716.5
39,1,0.07,13.0,0.0
39,2,0.09,17.0,0.0
40,0,4.21,89.0,0.0
40,1,0.065,12.5,0.0
40,2,0.08499999999999999,16.5,0.0
41,0,4.21,89.0,0.0
41,1,0.06,11.5,0.0
41,2,0.11,21.0,0.0
42,0,4.234999999999999,89.5,0.0
42,1,0.065,12.5,0.0
42,2,0.10500000000000001,19.5,0.0
43,0,4.234999999999999,89.5,0.0
43,1,0.065,12.0,0.0
43,2,0.14,24.0,0.0
44,0,4.21,89.0,0.0
44,1,0.05,10.0,0.0
44,2,0.1,19.0,0.0
45,0,4.23,111.0,0.0
45,1,0.055,10.5,0.0
45,2,0.13,25.0,0.0
46,0,4.234999999999999,89.5,0.0
46,1,0.034999999999999996,6.5,0.0
46,2,0.095,17.0,0.0
47,0,4.234999999999999,89.5,0.0
47,1,0.05500000000000001,10.5,0.0
47,2,0.115,20.5,0.0
48,0,4.105,102.5,0.0
48,1,0.055,10.5,0.0
48,2,0.135,25.0,0.0
49,0,4.234999999999999,89.5,0.0
49,1,0.06,11.0,0.0
49,2,0.11499999999999999,22.5,0.0
50,0,4.21,89.0,0.0
50,1,0.05500000000000001,11.0,0.0
50,2,0.135,29.5,0.0
51,0,4.21,89.0,0.0
51,1,0.06,11.0,0.0
51,2,0.095,18.0,0.0
52,0,4.234999999999999,89.5,0.0
52,1,0.07,13.5,0.0
52,2,0.09,17.5,0.0
53,0,4.225,96.5,0.0
53,1,0.065,12.5,0.0
53,2,0.135,25.0,0.0
54,0,4.2,102.5,716.5
54,1,0.07,13.0,0.0
54,2,0.08,15.0,0.0
55,0,4.23,89.0,0.0
55,1,0.055,11.0,0.0
55,2,0.12,22.5,0.0
56,0,4.234999999999999,89.5,0.0
56,1,0.065,13.0,0.0
56,2,0.095,17.5,0.0
57,0,4.23,96.5,0.0
57,1,0.05,10.0,0.0
57,2,0.10500000000000001,19.5,0.0
58,0,4.234999999999999,89.5,716.5
58,1,0.055,10.5,0.0
58,2,0.125,23.5,0.0
59,0,4.225,102.5,0.0
59,1,0.05,10.0,0.0
59,2,0.095,20.5,0.0
60,0,4.135,115.5,985.0
60,1,0.055,10.5,79.0
60,2,0.11,21.5,0.0
61,0,4.215,89.0,716.5
61,1,0.06,11.5,0.0
61,2,0.1,20.0,0.0
62,0,4.24,89.0,0.0
62,1,0.060000000000000005,12.0,0.0
62,2,0.125,22.0,0.0
63,0,4.234999999999999,89.5,0.0
63,1,0.060000000000000005,11.5,0.0
63,2,0.115,22.0,0.0
64,0,4.215,89.0,0.0
64,1,0.05,10.0,0.0
64,2,0.1,19.0,0.0
65,0,4.2,116.5,1433.0
65,1,0.065,12.0,0.0
65,2,0.095,17.0,0.0
66,0,4.24,90.0,0.0
66,1,0.08,15.5,0.0
66,2,0.1,19.0,0.0
67,0,4.23,89.0,0.0
67,1,0.045,8.5,0.0
67,2,0.11,21.0,0.0
68,0,4.205,102.0,0.0
68,1,0.06,11.0,0.0
68,2,0.11,19.5,0.0
69,0,4.234999999999999,89.5,0.0
69,1,0.045,9.0,0.0
69,2,0.095,17.5,0.0
70,0,4.23,103.5,0.0
70,1,0.06,11.5,0.0
70,2,0.115,21.5,0.0
71,0,4.21,89.0,0.0
71,1,0.05,10.0,0.0
71,2,0.125,23.0,0.0
72,0,4.205,99.0,0.0
72,1,0.06,11.5,0.0
72,2,0.15,26.5,0.0
73,0,4.234999999999999,97.0,0.0
