timestep,decision,prb_decision,policy_decision
94,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
95,"(24, 15, 11, 2, 1, 0)","[24, 15, 11]","[2, 1, 0]"
96,"(30, 9, 11, 1, 2, 0)","[30, 9, 11]","[1, 2, 0]"
97,"(6, 9, 35, 1, 0, 0)","[6, 9, 35]","[1, 0, 0]"
98,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
99,"(18, 9, 23, 0, 1, 0)","[18, 9, 23]","[0, 1, 0]"
100,"(6, 9, 35, 1, 0, 0)","[6, 9, 35]","[1, 0, 0]"
101,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
102,"(6, 9, 35, 1, 1, 0)","[6, 9, 35]","[1, 1, 0]"
103,"(12, 15, 23, 2, 0, 0)","[12, 15, 23]","[2, 0, 0]"
104,"(18, 9, 23, 0, 1, 0)","[18, 9, 23]","[0, 1, 0]"
105,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
106,"(6, 9, 35, 1, 0, 0)","[6, 9, 35]","[1, 0, 0]"
107,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
108,"(6, 9, 35, 1, 1, 0)","[6, 9, 35]","[1, 1, 0]"
109,"(30, 9, 11, 1, 2, 0)","[30, 9, 11]","[1, 2, 0]"
110,"(6, 9, 35, 1, 0, 0)","[6, 9, 35]","[1, 0, 0]"
111,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
112,"(24, 15, 11, 2, 1, 0)","[24, 15, 11]","[2, 1, 0]"
113,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
114,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
115,"(6, 9, 35, 1, 0, 0)","[6, 9, 35]","[1, 0, 0]"
116,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
117,"(12, 15, 23, 2, 0, 0)","[12, 15, 23]","[2, 0, 0]"
118,"(24, 15, 11, 2, 1, 0)","[24, 15, 11]","[2, 1, 0]"
119,"(6, 9, 35, 2, 2, 0)","[6, 9, 35]","[2, 2, 0]"
120,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
121,"(6, 9, 35, 1, 1, 0)","[6, 9, 35]","[1, 1, 0]"
122,"(24, 15, 11, 2, 1, 0)","[24, 15, 11]","[2, 1, 0]"
123,"(30, 9, 11, 1, 0, 0)","[30, 9, 11]","[1, 0, 0]"
124,"(12, 15, 23, 2, 2, 0)","[12, 15, 23]","[2, 2, 0]"
125,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
126,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
127,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
128,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
129,"(30, 9, 11, 1, 2, 0)","[30, 9, 11]","[1, 2, 0]"
130,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
131,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
132,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
133,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
134,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
135,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
136,"(6, 9, 35, 1, 0, 0)","[6, 9, 35]","[1, 0, 0]"
137,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
138,"(6, 9, 35, 1, 1, 0)","[6, 9, 35]","[1, 1, 0]"
139,"(24, 15, 11, 2, 1, 0)","[24, 15, 11]","[2, 1, 0]"
140,"(6, 9, 35, 0, 2, 0)","[6, 9, 35]","[0, 2, 0]"
141,"(6, 9, 35, 0, 0, 0)","[6, 9, 35]","[0, 0, 0]"
142,"(6, 9, 35, 1, 1, 0)","[6, 9, 35]","[1, 1, 0]"
143,"(6, 9, 35, 1, 1, 0)","[6, 9, 35]","[1, 1, 0]"
144,"(6, 9, 35, 1, 0, 0)","[6, 9, 35]","[1, 0, 0]"
145,"(12, 15, 23, 2, 0, 0)","[12, 15, 23]","[2, 0, 0]"
146,"(6, 9, 35, 1, 1, 0)","[6, 9, 35]","[1, 1, 0]"
147,"(24, 15, 11, 2, 1, 0)","[24, 15, 11]","[2, 1, 0]"
148,"(18, 9, 23, 0, 1, 0)","[18, 9, 23]","[0, 1, 0]"
149,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
150,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
151,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
152,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
153,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
154,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
155,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
156,"(12, 15, 23, 0, 2, 0)","[12, 15, 23]","[0, 2, 0]"
157,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
158,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
159,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
160,"(24, 15, 11, 2, 1, 0)","[24, 15, 11]","[2, 1, 0]"
161,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
162,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
163,"(24, 15, 11, 2, 1, 0)","[24, 15, 11]","[2, 1, 0]"
164,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
165,"(12, 15, 23, 1, 1, 0)","[12, 15, 23]","[1, 1, 0]"
166,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
167,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
168,"(18, 9, 23, 0, 1, 0)","[18, 9, 23]","[0, 1, 0]"
169,"(6, 9, 35, 1, 0, 0)","[6, 9, 35]","[1, 0, 0]"
170,"(6, 9, 35, 0, 0, 0)","[6, 9, 35]","[0, 0, 0]"
171,"(18, 9, 23, 0, 1, 0)","[18, 9, 23]","[0, 1, 0]"
172,"(24, 15, 11, 2, 1, 0)","[24, 15, 11]","[2, 1, 0]"
173,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
174,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
175,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
176,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
177,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
178,"(30, 9, 11, 1, 2, 0)","[30, 9, 11]","[1, 2, 0]"
179,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
180,"(24, 15, 11, 2, 1, 0)","[24, 15, 11]","[2, 1, 0]"
181,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
182,"(24, 15, 11, 2, 1, 0)","[24, 15, 11]","[2, 1, 0]"
183,"(6, 9, 35, 1, 0, 0)","[6, 9, 35]","[1, 0, 0]"
184,"(6, 9, 35, 0, 0, 0)","[6, 9, 35]","[0, 0, 0]"
185,"(12, 15, 23, 2, 0, 0)","[12, 15, 23]","[2, 0, 0]"
186,"(6, 9, 35, 1, 1, 0)","[6, 9, 35]","[1, 1, 0]"
187,"(12, 15, 23, 2, 1, 0)","[12, 15, 23]","[2, 1, 0]"
188,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
189,"(24, 15, 11, 2, 1, 0)","[24, 15, 11]","[2, 1, 0]"
190,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
191,"(6, 9, 35, 1, 0, 0)","[6, 9, 35]","[1, 0, 0]"
192,"(6, 9, 35, 2, 2, 1)","[6, 9, 35]","[2, 2, 1]"
193,"(12, 15, 23, 2, 0, 0)","[12, 15, 23]","[2, 0, 0]"
194,"(12, 15, 23, 2, 0, 0)","[12, 15, 23]","[2, 0, 0]"
195,"(24, 15, 11, 2, 1, 0)","[24, 15, 11]","[2, 1, 0]"
196,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
197,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
198,"(6, 9, 35, 0, 0, 0)","[6, 9, 35]","[0, 0, 0]"
199,"(18, 9, 23, 2, 2, 0)","[18, 9, 23]","[2, 2, 0]"
200,"(6, 9, 35, 1, 0, 0)","[6, 9, 35]","[1, 0, 0]"
201,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
202,"(12, 15, 23, 2, 0, 0)","[12, 15, 23]","[2, 0, 0]"
203,"(24, 15, 11, 2, 1, 0)","[24, 15, 11]","[2, 1, 0]"
204,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
205,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
206,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
207,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
208,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
209,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
210,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
211,"(18, 9, 23, 0, 1, 0)","[18, 9, 23]","[0, 1, 0]"
212,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
213,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
214,"(24, 15, 11, 2, 1, 0)","[24, 15, 11]","[2, 1, 0]"
215,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
216,"(6, 9, 35, 0, 0, 0)","[6, 9, 35]","[0, 0, 0]"
217,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
218,"(24, 15, 11, 2, 1, 0)","[24, 15, 11]","[2, 1, 0]"
219,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
220,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
221,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
222,"(6, 9, 35, 0, 0, 0)","[6, 9, 35]","[0, 0, 0]"
223,"(6, 9, 35, 0, 0, 0)","[6, 9, 35]","[0, 0, 0]"
224,"(6, 9, 35, 1, 0, 0)","[6, 9, 35]","[1, 0, 0]"
225,"(12, 15, 23, 2, 0, 0)","[12, 15, 23]","[2, 0, 0]"
226,"(24, 15, 11, 2, 1, 0)","[24, 15, 11]","[2, 1, 0]"
227,"(24, 15, 11, 2, 1, 0)","[24, 15, 11]","[2, 1, 0]"
228,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
229,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
230,"(6, 9, 35, 1, 0, 0)","[6, 9, 35]","[1, 0, 0]"
231,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
232,"(12, 15, 23, 2, 0, 0)","[12, 15, 23]","[2, 0, 0]"
233,"(24, 15, 11, 2, 1, 0)","[24, 15, 11]","[2, 1, 0]"
234,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
235,"(6, 9, 35, 1, 1, 0)","[6, 9, 35]","[1, 1, 0]"
236,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
237,"(12, 15, 23, 2, 0, 0)","[12, 15, 23]","[2, 0, 0]"
238,"(24, 15, 11, 2, 1, 0)","[24, 15, 11]","[2, 1, 0]"
239,"(12, 15, 23, 0, 2, 0)","[12, 15, 23]","[0, 2, 0]"
240,"(6, 9, 35, 1, 0, 0)","[6, 9, 35]","[1, 0, 0]"
241,"(6, 9, 35, 0, 0, 0)","[6, 9, 35]","[0, 0, 0]"
242,"(18, 9, 23, 2, 0, 2)","[18, 9, 23]","[2, 0, 2]"
243,"(6, 9, 35, 1, 0, 0)","[6, 9, 35]","[1, 0, 0]"
244,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
245,"(18, 9, 23, 0, 1, 0)","[18, 9, 23]","[0, 1, 0]"
246,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
247,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
248,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
249,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
250,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
251,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
252,"(18, 9, 23, 2, 0, 2)","[18, 9, 23]","[2, 0, 2]"
253,"(24, 15, 11, 2, 1, 0)","[24, 15, 11]","[2, 1, 0]"
254,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
255,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
256,"(6, 9, 35, 1, 0, 0)","[6, 9, 35]","[1, 0, 0]"
257,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
258,"(18, 9, 23, 0, 1, 0)","[18, 9, 23]","[0, 1, 0]"
259,"(24, 15, 11, 2, 1, 0)","[24, 15, 11]","[2, 1, 0]"
260,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
261,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
262,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
263,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
264,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
265,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
266,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
267,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
268,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
269,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
270,"(30, 9, 11, 1, 2, 0)","[30, 9, 11]","[1, 2, 0]"
271,"(6, 9, 35, 1, 0, 0)","[6, 9, 35]","[1, 0, 0]"
272,"(18, 9, 23, 2, 2, 0)","[18, 9, 23]","[2, 2, 0]"
273,"(6, 9, 35, 1, 0, 0)","[6, 9, 35]","[1, 0, 0]"
274,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
275,"(12, 15, 23, 2, 0, 0)","[12, 15, 23]","[2, 0, 0]"
276,"(24, 15, 11, 2, 1, 0)","[24, 15, 11]","[2, 1, 0]"
277,"(30, 9, 11, 1, 2, 0)","[30, 9, 11]","[1, 2, 0]"
278,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
279,"(6, 9, 35, 1, 1, 0)","[6, 9, 35]","[1, 1, 0]"
280,"(18, 9, 23, 2, 2, 0)","[18, 9, 23]","[2, 2, 0]"
281,"(6, 9, 35, 1, 0, 0)","[6, 9, 35]","[1, 0, 0]"
282,"(6, 9, 35, 0, 0, 0)","[6, 9, 35]","[0, 0, 0]"
283,"(6, 9, 35, 1, 1, 0)","[6, 9, 35]","[1, 1, 0]"
284,"(12, 15, 23, 2, 0, 0)","[12, 15, 23]","[2, 0, 0]"
285,"(24, 15, 11, 2, 1, 0)","[24, 15, 11]","[2, 1, 0]"
286,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
287,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
288,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
289,"(24, 15, 11, 2, 1, 0)","[24, 15, 11]","[2, 1, 0]"
290,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
291,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
292,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
293,"(30, 9, 11, 1, 0, 0)","[30, 9, 11]","[1, 0, 0]"
294,"(6, 9, 35, 1, 0, 0)","[6, 9, 35]","[1, 0, 0]"
295,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
296,"(6, 9, 35, 1, 2, 0)","[6, 9, 35]","[1, 2, 0]"
297,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
298,"(6, 9, 35, 1, 2, 0)","[6, 9, 35]","[1, 2, 0]"
299,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
300,"(6, 9, 35, 1, 2, 0)","[6, 9, 35]","[1, 2, 0]"
301,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
302,"(6, 9, 35, 1, 2, 0)","[6, 9, 35]","[1, 2, 0]"
303,"(12, 15, 23, 1, 2, 0)","[12, 15, 23]","[1, 2, 0]"
304,"(6, 9, 35, 1, 1, 0)","[6, 9, 35]","[1, 1, 0]"
305,"(6, 9, 35, 1, 1, 0)","[6, 9, 35]","[1, 1, 0]"
306,"(6, 9, 35, 1, 2, 0)","[6, 9, 35]","[1, 2, 0]"
307,"(6, 9, 35, 1, 2, 0)","[6, 9, 35]","[1, 2, 0]"
308,"(6, 9, 35, 1, 2, 0)","[6, 9, 35]","[1, 2, 0]"
309,"(6, 9, 35, 1, 2, 0)","[6, 9, 35]","[1, 2, 0]"
310,"(6, 9, 35, 1, 2, 0)","[6, 9, 35]","[1, 2, 0]"
311,"(6, 9, 35, 1, 2, 0)","[6, 9, 35]","[1, 2, 0]"
312,"(6, 9, 35, 1, 2, 0)","[6, 9, 35]","[1, 2, 0]"
313,"(6, 9, 35, 1, 2, 0)","[6, 9, 35]","[1, 2, 0]"
314,"(6, 9, 35, 1, 2, 0)","[6, 9, 35]","[1, 2, 0]"
315,"(6, 9, 35, 1, 2, 0)","[6, 9, 35]","[1, 2, 0]"
316,"(6, 9, 35, 1, 2, 0)","[6, 9, 35]","[1, 2, 0]"
317,"(6, 9, 35, 1, 2, 0)","[6, 9, 35]","[1, 2, 0]"
318,"(6, 9, 35, 1, 2, 0)","[6, 9, 35]","[1, 2, 0]"
319,"(6, 9, 35, 1, 2, 0)","[6, 9, 35]","[1, 2, 0]"
320,"(6, 9, 35, 1, 2, 0)","[6, 9, 35]","[1, 2, 0]"
321,"(6, 9, 35, 1, 2, 0)","[6, 9, 35]","[1, 2, 0]"
322,"(6, 9, 35, 1, 2, 0)","[6, 9, 35]","[1, 2, 0]"
323,"(6, 9, 35, 1, 2, 0)","[6, 9, 35]","[1, 2, 0]"
324,"(12, 15, 23, 2, 0, 0)","[12, 15, 23]","[2, 0, 0]"
