timestep,slice_id,tx_brate,tx_pckts,dl_buffer
1,0,0.0,1.6666666666666667,0.0
1,1,0.0,0.5,0.0
1,2,0.0,0.5,0.0
2,0,4.220000000000001,178.0,203.5
2,1,0.05,12.5,0.0
2,2,0.095,18.5,0.0
3,0,4.135,234.5,372.5
3,1,0.05,33.5,0.0
3,2,0.09,17.0,0.0
4,0,4.165,233.5,744.0
4,1,0.04,6.5,0.0
4,2,0.12,19.5,0.0
5,0,4.155,234.5,427.0
5,1,0.08,14.0,0.0
5,2,0.125,22.5,0.0
6,0,4.15,234.0,400.0
6,1,0.05500000000000001,10.5,0.0
6,2,0.095,17.5,0.0
7,0,4.155,234.5,543.0
7,1,0.07,15.5,0.0
7,2,0.11000000000000001,20.0,0.0
8,0,2.635,233.5,71890.0
8,1,0.08499999999999999,18.5,0.0
8,2,0.11,20.5,0.0
9,0,7.075,234.5,35856.5
9,1,0.055,10.5,0.0
9,2,0.095,17.0,0.0
10,0,4.145,234.5,371.5
10,1,0.05,10.0,0.0
10,2,0.12000000000000001,22.5,0.0
11,0,4.165,234.5,399.0
11,1,0.055,11.0,0.0
11,2,0.125,23.0,0.0
12,0,4.15,233.5,659.0
12,1,0.04,8.0,0.0
12,2,0.115,21.5,0.0
13,0,2.6550000000000002,234.5,70403.0
13,1,0.055,10.0,0.0
13,2,0.125,23.5,0.0
14,0,5.135,234.5,134228.0
14,1,0.06,11.0,0.0
14,2,0.135,24.5,0.0
15,0,4.984999999999999,235.0,9521.0
15,1,0.045,9.0,0.0
15,2,0.16,29.0,0.0
16,0,4.145,233.5,264.0
16,1,0.055,13.5,0.0
16,2,0.1,19.5,0.0
17,0,4.154999999999999,234.5,716.5
17,1,0.03,6.5,0.0
17,2,0.10500000000000001,18.5,0.0
18,0,4.140000000000001,234.5,571.0
18,1,0.075,14.0,0.0
18,2,0.135,23.5,0.0
19,0,4.135,234.0,1460.0
19,1,0.05,11.0,0.0
19,2,0.12,21.0,0.0
20,0,4.15,233.5,427.0
20,1,0.05,9.5,0.0
20,2,0.095,18.5,0.0
21,0,4.15,234.0,400.0
21,1,0.035,6.5,0.0
21,2,0.1,19.5,0.0
22,0,4.165,234.5,543.0
22,1,0.04,7.5,0.0
22,2,0.135,25.0,0.0
23,0,4.15,234.5,659.0
23,1,0.065,14.5,0.0
23,2,0.135,23.5,0.0
24,0,2.675,234.0,69947.0
24,1,0.055,10.5,0.0
24,2,0.12,21.0,0.0
25,0,2.62,234.5,183279.0
25,1,0.065,12.0,0.0
25,2,0.12,21.5,0.0
26,0,7.04,226.0,37729.0
26,1,0.08,16.5,0.0
26,2,0.11,19.5,0.0
27,0,2.6950000000000003,232.5,68651.0
27,1,0.025,4.5,0.0
27,2,0.1,19.5,0.0
28,0,5.105,234.0,132622.0
28,1,0.09,17.0,0.0
28,2,0.1,19.5,0.0
29,0,5.015000000000001,192.0,202.5
29,1,0.065,13.5,0.0
29,2,0.14,34.0,0.0
30,0,4.15,231.5,1089.0
30,1,0.045,10.5,0.0
30,2,0.11,21.0,0.0
31,0,2.71,231.5,66804.0
31,1,0.04,15.0,0.0
31,2,0.09,17.5,0.0
32,0,2.605,233.0,183516.0
32,1,0.045,8.5,0.0
32,2,0.11,20.5,0.0
33,0,2.62,234.5,183215.0
33,1,0.034999999999999996,8.0,0.0
33,2,0.10500000000000001,19.0,0.0
34,0,7.005000000000001,234.0,2237.5
34,1,0.045,8.0,0.0
34,2,0.115,20.5,0.0
35,0,4.140000000000001,234.0,427.0
35,1,0.08,16.0,0.0
35,2,0.1,16.0,0.0
36,0,4.210000000000001,107.5,957.5
36,1,0.05,12.0,0.0
36,2,0.115,24.0,15.0
37,0,2.705,226.0,68347.5
37,1,0.045,8.5,0.0
37,2,0.10500000000000001,19.5,0.0
38,0,5.065,235.0,135877.0
38,1,0.05,14.0,0.0
38,2,0.095,19.5,0.0
39,0,2.75,233.5,101783.5
39,1,0.045,8.5,0.0
39,2,0.11,21.0,0.0
40,0,2.63,234.5,183969.0
40,1,0.07500000000000001,14.5,0.0
40,2,0.11,21.0,0.0
41,0,6.99,227.0,41559.0
41,1,0.07,14.5,0.0
41,2,0.125,24.0,0.0
42,0,2.7199999999999998,230.5,67206.0
42,1,0.05,9.0,0.0
42,2,0.12,21.0,0.0
43,0,5.025,233.5,135791.5
43,1,0.065,17.5,0.0
43,2,0.1,19.0,0.0
44,0,2.8,234.5,115349.0
44,1,0.06,11.5,0.0
44,2,0.12,22.5,0.0
45,0,6.975,227.0,41595.0
45,1,0.065,12.0,0.0
45,2,0.125,22.5,0.0
46,0,4.220000000000001,103.0,716.5
46,1,0.065,12.5,0.0
46,2,0.09,18.0,0.0
47,0,4.145,224.0,399.0
47,1,0.055,10.5,0.0
47,2,0.14500000000000002,32.5,0.0
48,0,4.15,234.5,744.0
48,1,0.07,27.5,58.5
48,2,0.1,18.5,0.0
49,0,4.165,235.0,744.5
49,1,0.05,9.5,0.0
49,2,0.125,23.5,79.0
50,0,2.81,234.5,78748.0
50,1,0.060000000000000005,11.0,0.0
50,2,0.175,32.0,0.0
51,0,5.01,234.0,136396.5
51,1,0.07,13.5,0.0
51,2,0.115,20.5,0.0
52,0,4.745,234.5,2242.5
52,1,0.055,12.0,0.0
52,2,0.11,20.5,0.0
53,0,4.17,234.5,745.0
53,1,0.055,10.0,0.0
53,2,0.095,17.5,0.0
54,0,4.145,234.5,543.0
54,1,0.06,11.5,0.0
54,2,0.115,22.0,0.0
55,0,4.155,233.0,1089.0
55,1,0.065,13.0,0.0
55,2,0.155,28.0,0.0
56,0,4.135,233.0,427.0
56,1,0.05,11.0,0.0
56,2,0.095,19.0,0.0
57,0,4.17,234.0,773.0
57,1,0.05,10.0,0.0
57,2,0.125,23.0,0.0
58,0,4.155,235.0,743.0
58,1,0.060000000000000005,24.0,0.0
58,2,0.1,17.5,0.0
59,0,4.17,234.5,773.0
59,1,0.04,7.5,0.0
59,2,0.135,24.5,0.0
60,0,4.145,234.5,1116.0
60,1,0.08,16.0,0.0
60,2,0.1,19.5,0.0
61,0,4.154999999999999,230.0,744.5
61,1,0.045,9.5,0.0
61,2,0.14,24.5,0.0
62,0,4.155,235.0,743.0
62,1,0.05,10.0,0.0
62,2,0.11,21.0,0.0
63,0,4.154999999999999,234.0,745.0
63,1,0.06,11.5,0.0
63,2,0.10500000000000001,19.5,0.0
64,0,4.16,235.0,544.0
64,1,0.065,12.0,0.0
64,2,0.115,22.0,0.0
65,0,4.16,233.5,1489.0
65,1,0.05,9.0,0.0
65,2,0.095,17.5,79.0
66,0,4.165,234.5,1433.0
66,1,0.05,10.0,0.0
66,2,0.16,28.0,0.0
67,0,4.145,234.5,56.0
67,1,0.05,8.0,0.0
67,2,0.095,18.0,0.0
68,0,4.16,234.0,773.0
68,1,0.055,11.0,0.0
68,2,0.115,20.5,0.0
69,0,4.15,233.5,1088.0
69,1,0.055,11.5,0.0
69,2,0.1,18.0,0.0
70,0,4.17,234.5,801.0
70,1,0.07,13.0,0.0
70,2,0.11,19.5,0.0
71,0,4.140000000000001,234.5,55.0
71,1,0.060000000000000005,11.0,0.0
71,2,0.12000000000000001,26.5,0.0
72,0,4.165,234.5,773.0
72,1,0.05500000000000001,9.0,0.0
72,2,0.10500000000000001,20.0,0.0
73,0,4.155,234.5,743.0
73,1,0.05,10.0,0.0
73,2,0.1,19.5,0.0
74,0,2.79,234.5,63315.5
74,1,0.06,10.5,0.0
74,2,0.115,21.5,0.0
75,0,4.965,235.0,139671.5
75,1,0.045,9.0,0.0
75,2,0.12,22.0,0.0
76,0,2.875,234.5,114213.5
76,1,0.065,14.5,0.0
76,2,0.125,27.5,0.0
77,0,4.95,234.5,138996.0
77,1,0.055,10.5,0.0
77,2,0.10500000000000001,19.0,0.0
78,0,4.945,234.0,21726.0
78,1,0.07,13.0,0.0
78,2,0.12000000000000001,21.5,0.0
79,0,4.155,234.5,773.0
79,1,0.05,10.0,0.0
79,2,0.12,23.0,0.0
80,0,4.15,234.0,1088.0
80,1,0.04,10.5,0.0
80,2,0.10500000000000001,19.5,0.0
81,0,4.17,234.5,801.0
81,1,0.06,23.0,0.0
81,2,0.11,20.5,0.0
82,0,4.15,234.0,745.0
82,1,0.05500000000000001,10.0,0.0
82,2,0.08,15.0,0.0
83,0,2.795,234.5,62887.5
83,1,0.065,11.5,0.0
83,2,0.095,18.5,79.0
84,0,4.9350000000000005,234.5,138060.0
84,1,0.045,8.0,0.0
84,2,0.15,28.0,0.0
85,0,2.91,234.0,110419.0
85,1,0.05,10.5,0.0
85,2,0.14500000000000002,28.5,0.0
86,0,4.92,235.0,139182.5
86,1,0.06,12.0,0.0
86,2,0.13,24.0,0.0
87,0,5.125,202.0,716.5
87,1,0.05500000000000001,10.0,79.0
87,2,0.08,16.5,0.0
88,0,4.175,229.0,1088.0
88,1,0.07,12.5,0.0
88,2,0.135,24.0,0.0
89,0,4.17,234.0,745.0
89,1,0.05,9.5,0.0
89,2,0.11,19.5,0.0
90,0,4.16,234.5,773.0
90,1,0.085,14.5,0.0
90,2,0.13,25.0,79.0
91,0,4.16,234.5,1461.0
91,1,0.06,12.5,0.0
91,2,0.12000000000000001,21.5,0.0
92,0,4.17,233.5,1117.0
92,1,0.045,9.5,0.0
92,2,0.11000000000000001,23.5,0.0
93,0,4.145,234.0,745.0
93,1,0.075,30.0,0.0
93,2,0.12,21.5,0.0
94,0,4.245,124.0,7236.5
94,1,0.07,14.5,0.0
94,2,0.095,18.0,0.0
95,0,4.17,216.0,1433.0
95,1,0.05,11.5,0.0
95,2,0.08499999999999999,15.0,0.0
96,0,4.215,103.0,0.0
96,1,0.065,16.0,0.0
96,2,0.10500000000000001,22.5,0.0
97,0,4.235,234.5,2474.5
97,1,0.07,16.5,0.0
97,2,0.1,20.5,0.0
98,0,4.17,234.5,1433.0
98,1,0.095,19.5,0.0
98,2,0.11,21.0,0.0
99,0,4.17,234.5,745.0
99,1,0.065,12.0,0.0
99,2,0.115,20.5,0.0
100,0,4.16,234.0,889.0
100,1,0.055,17.5,0.0
100,2,0.12,23.0,79.0
101,0,4.16,234.5,1461.0
101,1,0.045,8.5,79.0
101,2,0.10500000000000001,20.0,0.0
102,0,4.17,234.5,1117.0
102,1,0.05,13.5,0.0
102,2,0.12,21.5,79.0
103,0,4.16,234.5,745.0
103,1,0.065,11.5,0.0
103,2,0.12,23.0,79.0
104,0,4.234999999999999,196.5,716.5
104,1,0.05,9.0,0.0
104,2,0.105,19.5,0.0
105,0,4.17,226.5,1433.0
105,1,0.07500000000000001,14.0,0.0
105,2,0.11499999999999999,20.5,0.0
106,0,2.825,234.5,61604.0
106,1,0.07,13.5,79.0
106,2,0.12,22.0,0.0
107,0,4.890000000000001,234.5,139597.0
107,1,0.045,10.5,0.0
107,2,0.135,25.0,0.0
108,0,2.95,234.0,109919.5
108,1,0.07,16.0,0.0
108,2,0.125,22.0,0.0
109,0,6.965,156.0,1433.0
109,1,0.04,7.5,0.0
109,2,0.095,18.0,0.0
110,0,2.83,216.5,61740.0
110,1,0.05,17.5,0.0
110,2,0.135,25.0,0.0
111,0,2.63,234.5,182981.5
111,1,0.065,18.5,0.0
111,2,0.11,21.0,0.0
112,0,6.904999999999999,231.0,48008.5
112,1,0.060000000000000005,13.0,0.0
112,2,0.08,14.5,0.0
113,0,2.83,227.0,61322.0
113,1,0.045,8.0,0.0
113,2,0.12,23.0,79.0
114,0,4.885,234.5,141778.0
114,1,0.04,7.5,0.0
114,2,0.13,22.0,0.0
115,0,2.95,234.5,96259.5
115,1,0.060000000000000005,15.0,0.0
115,2,0.13,24.5,0.0
116,0,4.99,234.0,138097.0
116,1,0.05,9.5,0.0
116,2,0.125,24.5,0.0
117,0,4.975,234.5,9110.0
117,1,0.055,11.0,0.0
117,2,0.09,17.5,0.0
118,0,4.15,234.5,407.0
118,1,0.045,10.5,0.0
118,2,0.095,17.5,79.0
119,0,4.16,234.5,779.0
