timestep,group,group_members,MSEUr,DTUr,sched_members,sched_members_complete,decision,reward
1,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","inc(DTUr, MAX)","[[1, 3], [0, 2, 4, 5, 6]]","[[1, 3], [0, 2, 4, 5, 6]]","dec(G0, NaN, 25)",0.435
2,0,"[0, 1, 2, 4]","inc(MSEUr, MAX)","inc(DTUr, MAX)","[[0, 2], [1, 4]]","[[0, 2, 3, 5], [1, 4, 6]]","const(G0, NaN, 50)",0.542
3,0,"[0, 1, 2]","const(MSEUr, Q4)","inc(DTUr, Q4)","[[2], [0, 1]]","[[2, 3, 4, 5, 6], [0, 1]]","dec(G0, Q1, 25)",0.613
3,1,"[3, 4, 5]","const(MSEUr, Q3)","inc(DTUr, Q4)","[[3, 4, 5], []]","[[2, 3, 4, 5, 6], [0, 1]]","inc(G1, Q3, 100)",0.613
4,0,"[0, 1, 2, 4]","const(MSEUr, Q3)","inc(DTUr, Q4)","[[1], [0, 2, 4]]","[[1, 3, 6], [0, 2, 4, 5]]","const(G0, Q1, 25)",0.55
4,1,"[3, 5, 6]","const(MSEUr, Q3)","inc(DTUr, Q4)","[[3, 6], [5]]","[[1, 3, 6], [0, 2, 4, 5]]","dec(G1, Q2, 75)",0.55
5,0,"[0, 1, 2, 4]","const(MSEUr, Q3)","inc(DTUr, Q4)","[[1, 2], [0, 4]]","[[1, 2, 5], [0, 3, 4, 6]]","inc(G0, Q2, 50)",0.536
5,1,"[3, 5, 6]","const(MSEUr, Q3)","inc(DTUr, Q4)","[[5], [3, 6]]","[[1, 2, 5], [0, 3, 4, 6]]","dec(G1, Q1, 25)",0.536
6,0,"[0, 1, 2, 4]","const(MSEUr, Q3)","inc(DTUr, Q4)","[[4], [0, 1, 2]]","[[4], [0, 1, 2, 3, 5, 6]]","dec(G0, Q1, 25)",0.514
6,1,"[3, 5, 6]","const(MSEUr, Q3)","inc(DTUr, Q4)","[[], [3, 5, 6]]","[[4], [0, 1, 2, 3, 5, 6]]","dec(G1, Q1, 0)",0.514
7,0,"[0, 1, 2, 4]","const(MSEUr, Q3)","inc(DTUr, Q4)","[[0, 4], [1, 2]]","[[0, 4, 5], [1, 2, 3, 6]]","inc(G0, Q3, 50)",0.565
7,1,"[3, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[5], [3, 6]]","[[0, 4, 5], [1, 2, 3, 6]]","inc(G1, Q1, 25)",0.565
8,0,"[0, 1, 2]","inc(MSEUr, Q4)","const(DTUr, Q4)","[[2], [0, 1]]","[[2, 4, 5, 6], [0, 1, 3]]","dec(G0, Q2, 25)",0.6
8,1,"[3, 4, 5]","const(MSEUr, Q3)","inc(DTUr, MAX)","[[4, 5], [3]]","[[2, 4, 5, 6], [0, 1, 3]]","inc(G1, Q3, 75)",0.6
8,2,[6],"const(MSEUr, Q3)","inc(DTUr, Q2)","[[6], []]","[[2, 4, 5, 6], [0, 1, 3]]","const(G2, Q2, 100)",0.6
9,0,"[0, 1, 2, 4]","const(MSEUr, Q3)","inc(DTUr, Q4)","[[1, 2], [0, 4]]","[[1, 2, 5, 6], [0, 3, 4]]","inc(G0, Q3, 50)",0.593
9,1,"[3, 5, 6]","const(MSEUr, Q3)","dec(DTUr, Q4)","[[5, 6], [3]]","[[1, 2, 5, 6], [0, 3, 4]]","const(G1, Q3, 75)",0.593
10,0,"[0, 1, 2, 4]","const(MSEUr, Q3)","inc(DTUr, Q4)","[[0], [1, 2, 4]]","[[0, 6], [1, 2, 3, 4, 5]]","dec(G0, Q1, 25)",0.545
10,1,"[3, 5, 6]","const(MSEUr, Q3)","inc(DTUr, Q4)","[[6], [3, 5]]","[[0, 6], [1, 2, 3, 4, 5]]","dec(G1, Q1, 25)",0.545
11,0,"[0, 1, 2, 4]","const(MSEUr, Q3)","const(DTUr, Q4)","[[0], [1, 2, 4]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q2, 25)",0.561
11,1,"[3, 5, 6]","const(MSEUr, Q3)","inc(DTUr, Q4)","[[], [3, 5, 6]]","[[0], [1, 2, 3, 4, 5, 6]]","dec(G1, Q1, 0)",0.561
12,0,"[0, 1, 2, 4]","const(MSEUr, Q3)","inc(DTUr, Q4)","[[0, 1, 4], [2]]","[[0, 1, 4, 5, 6], [2, 3]]","inc(G0, Q4, 75)",0.656
12,1,"[3, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[5, 6], [3]]","[[0, 1, 4, 5, 6], [2, 3]]","inc(G1, Q4, 75)",0.656
13,0,"[0, 1, 2, 4]","const(MSEUr, Q3)","inc(DTUr, Q4)","[[1, 2], [0, 4]]","[[1, 2, 5], [0, 3, 4, 6]]","dec(G0, Q3, 50)",0.574
13,1,"[3, 5, 6]","const(MSEUr, Q3)","inc(DTUr, Q4)","[[5], [3, 6]]","[[1, 2, 5], [0, 3, 4, 6]]","dec(G1, Q2, 25)",0.574
14,0,"[0, 1, 2, 4]","const(MSEUr, Q3)","inc(DTUr, Q4)","[[1, 2], [0, 4]]","[[1, 2, 3, 5, 6], [0, 4]]","const(G0, Q3, 50)",0.64
14,1,"[3, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[3, 5, 6], []]","[[1, 2, 3, 5, 6], [0, 4]]","inc(G1, Q4, 100)",0.64
15,0,"[0, 1, 2, 4]","const(MSEUr, Q3)","inc(DTUr, Q4)","[[1, 2], [0, 4]]","[[1, 2, 5, 6], [0, 3, 4]]","const(G0, Q3, 50)",0.601
15,1,"[3, 5, 6]","const(MSEUr, Q3)","inc(DTUr, Q4)","[[5, 6], [3]]","[[1, 2, 5, 6], [0, 3, 4]]","dec(G1, Q3, 75)",0.601
16,0,"[0, 1, 2, 4]","const(MSEUr, Q3)","const(DTUr, Q4)","[[0, 1, 2, 4], []]","[[0, 1, 2, 3, 4, 5, 6], []]","inc(G0, Q4, 100)",0.728
16,1,"[3, 5, 6]","const(MSEUr, Q3)","inc(DTUr, Q4)","[[3, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","inc(G1, Q4, 100)",0.728
17,0,"[0, 1, 2, 4]","const(MSEUr, Q3)","inc(DTUr, Q4)","[[1], [0, 2, 4]]","[[1, 3, 5, 6], [0, 2, 4]]","dec(G0, Q1, 25)",0.602
17,1,"[3, 5, 6]","const(MSEUr, Q3)","inc(DTUr, Q4)","[[3, 5, 6], []]","[[1, 3, 5, 6], [0, 2, 4]]","const(G1, Q4, 100)",0.602
18,0,"[0, 1, 2, 4]","const(MSEUr, Q3)","const(DTUr, Q4)","[[], [0, 1, 2, 4]]","[[3], [0, 1, 2, 4, 5, 6]]","dec(G0, Q1, 0)",0.536
18,1,"[3, 5, 6]","const(MSEUr, Q3)","inc(DTUr, Q4)","[[3], [5, 6]]","[[3], [0, 1, 2, 4, 5, 6]]","dec(G1, Q1, 25)",0.536
19,0,"[0, 1, 2, 4]","const(MSEUr, Q3)","const(DTUr, Q4)","[[2, 4], [0, 1]]","[[2, 3, 4, 5], [0, 1, 6]]","inc(G0, Q2, 50)",0.61
19,1,"[3, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[3, 5], [6]]","[[2, 3, 4, 5], [0, 1, 6]]","inc(G1, Q3, 75)",0.61
20,0,"[0, 1, 2]","inc(MSEUr, Q3)","inc(DTUr, Q4)","[[0, 1, 2], []]","[[0, 1, 2, 3, 4, 5, 6], []]","inc(G0, Q4, 100)",0.74
20,1,"[3, 4, 5]","dec(MSEUr, Q2)","const(DTUr, Q4)","[[3, 4, 5], []]","[[0, 1, 2, 3, 4, 5, 6], []]","inc(G1, Q4, 100)",0.74
20,2,[6],"const(MSEUr, Q4)","inc(DTUr, Q4)","[[6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","const(G2, Q2, 100)",0.74
21,0,"[0, 1, 2, 4]","const(MSEUr, Q3)","inc(DTUr, Q4)","[[0], [1, 2, 4]]","[[0], [1, 2, 3, 4, 5, 6]]","dec(G0, Q1, 25)",0.563
21,1,"[3, 5, 6]","inc(MSEUr, Q3)","inc(DTUr, Q4)","[[], [3, 5, 6]]","[[0], [1, 2, 3, 4, 5, 6]]","dec(G1, Q1, 0)",0.563
22,0,"[0, 1, 2, 4]","const(MSEUr, Q3)","const(DTUr, Q4)","[[1], [0, 2, 4]]","[[1, 3], [0, 2, 4, 5, 6]]","const(G0, Q2, 25)",0.539
22,1,"[3, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[3], [5, 6]]","[[1, 3], [0, 2, 4, 5, 6]]","inc(G1, Q2, 25)",0.539
23,0,"[0, 1, 2, 4]","const(MSEUr, Q3)","const(DTUr, Q4)","[[1, 2, 4], [0]]","[[1, 2, 3, 4, 6], [0, 5]]","inc(G0, Q4, 75)",0.648
23,1,"[3, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[3, 6], [5]]","[[1, 2, 3, 4, 6], [0, 5]]","inc(G1, Q3, 75)",0.648
24,0,"[0, 1, 2, 4]","const(MSEUr, Q3)","inc(DTUr, Q4)","[[1, 2], [0, 4]]","[[1, 2, 3, 5, 6], [0, 4]]","dec(G0, Q3, 50)",0.649
24,1,"[3, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[3, 5, 6], []]","[[1, 2, 3, 5, 6], [0, 4]]","inc(G1, Q4, 100)",0.649
25,0,"[0, 1, 2, 4]","const(MSEUr, Q3)","const(DTUr, Q4)","[[4], [0, 1, 2]]","[[3, 4, 5], [0, 1, 2, 6]]","dec(G0, Q1, 25)",0.58
25,1,"[3, 5, 6]","const(MSEUr, Q3)","inc(DTUr, Q4)","[[3, 5], [6]]","[[3, 4, 5], [0, 1, 2, 6]]","dec(G1, Q2, 75)",0.58
26,0,"[0, 1, 2, 4]","const(MSEUr, Q3)","const(DTUr, Q4)","[[2, 4], [0, 1]]","[[2, 3, 4], [0, 1, 5, 6]]","inc(G0, Q3, 50)",0.575
26,1,"[3, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[3], [5, 6]]","[[2, 3, 4], [0, 1, 5, 6]]","dec(G1, Q1, 25)",0.575
27,0,"[0, 1, 2]","inc(MSEUr, Q4)","const(DTUr, Q4)","[[1], [0, 2]]","[[1, 4, 5], [0, 2, 3, 6]]","dec(G0, Q2, 25)",0.578
27,1,"[3, 4, 5]","dec(MSEUr, Q2)","const(DTUr, Q4)","[[4, 5], [3]]","[[1, 4, 5], [0, 2, 3, 6]]","inc(G1, Q3, 75)",0.578
27,2,[6],"const(MSEUr, Q3)","inc(DTUr, Q4)","[[], [6]]","[[1, 4, 5], [0, 2, 3, 6]]","dec(G2, Q1, 0)",0.578
28,0,"[0, 1, 4]","dec(MSEUr, Q3)","const(DTUr, Q4)","[[1, 4], [0]]","[[1, 4], [0, 2, 3, 5, 6]]","inc(G0, Q3, 75)",0.643
28,1,"[2, 3, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[], [2, 3, 6]]","[[1, 4], [0, 2, 3, 5, 6]]","dec(G1, Q1, 0)",0.643
28,2,[5],"const(MSEUr, Q3)","inc(DTUr, MAX)","[[], [5]]","[[1, 4], [0, 2, 3, 5, 6]]","const(G2, Q1, 0)",0.643
29,0,"[0, 1, 2, 4]","const(MSEUr, Q3)","inc(DTUr, Q4)","[[0, 1, 2, 4], []]","[[0, 1, 2, 4, 5], [3, 6]]","inc(G0, Q4, 100)",0.661
29,1,"[3, 5, 6]","const(MSEUr, Q3)","inc(DTUr, Q4)","[[5], [3, 6]]","[[0, 1, 2, 4, 5], [3, 6]]","inc(G1, Q2, 25)",0.661
30,0,"[0, 1, 4]","const(MSEUr, Q3)","inc(DTUr, Q4)","[[0], [1, 4]]","[[0, 5, 6], [1, 2, 3, 4]]","dec(G0, Q2, 25)",0.6
30,1,"[2, 3, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[6], [2, 3]]","[[0, 5, 6], [1, 2, 3, 4]]","const(G1, Q2, 25)",0.6
30,2,[5],"const(MSEUr, Q3)","inc(DTUr, MAX)","[[5], []]","[[0, 5, 6], [1, 2, 3, 4]]","inc(G2, Q2, 100)",0.6
31,0,"[0, 1, 4]","const(MSEUr, Q3)","const(DTUr, Q4)","[[1, 4], [0]]","[[1, 2, 3, 4, 5], [0, 6]]","inc(G0, Q3, 75)",0.647
31,1,"[2, 3, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[2, 3], [6]]","[[1, 2, 3, 4, 5], [0, 6]]","inc(G1, Q3, 75)",0.647
31,2,[5],"const(MSEUr, Q3)","inc(DTUr, MAX)","[[5], []]","[[1, 2, 3, 4, 5], [0, 6]]","const(G2, Q2, 100)",0.647
32,0,"[0, 1, 2, 3, 4, 5]","inc(MSEUr, Q4)","inc(DTUr, Q4)","[[0, 5], [1, 2, 3, 4]]","[[0, 5], [1, 2, 3, 4, 6]]","const(G0, Q3, 25)",0.614
32,1,[6],"inc(MSEUr, Q4)","const(DTUr, Q4)","[[], [6]]","[[0, 5], [1, 2, 3, 4, 6]]","dec(G1, Q1, 0)",0.614
33,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 1, 3, 4, 5], [2]]","[[0, 1, 3, 4, 5], [2, 6]]","inc(G0, Q4, 75)",0.847
33,1,[6],"const(MSEUr, Q4)","const(DTUr, Q4)","[[], [6]]","[[0, 1, 3, 4, 5], [2, 6]]","const(G1, Q1, 0)",0.847
34,0,"[0, 1, 2, 3, 4, 5]","inc(MSEUr, Q4)","inc(DTUr, Q4)","[[0, 1], [2, 3, 4, 5]]","[[0, 1], [2, 3, 4, 5, 6]]","dec(G0, Q3, 25)",0.607
34,1,[6],"inc(MSEUr, MAX)","const(DTUr, Q4)","[[], [6]]","[[0, 1], [2, 3, 4, 5, 6]]","const(G1, Q1, 0)",0.607
35,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr, Q4)","const(DTUr, Q4)","[[2, 3, 4, 5], [0, 1]]","[[2, 3, 4, 5, 6], [0, 1]]","inc(G0, Q4, 75)",0.641
35,1,[6],"const(MSEUr, Q4)","const(DTUr, Q4)","[[6], []]","[[2, 3, 4, 5, 6], [0, 1]]","inc(G1, Q2, 100)",0.641
36,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 1, 2, 4], [3, 5]]","[[0, 1, 2, 4], [3, 5, 6]]","const(G0, Q4, 75)",0.755
36,1,[6],"const(MSEUr, Q4)","inc(DTUr, Q4)","[[], [6]]","[[0, 1, 2, 4], [3, 5, 6]]","dec(G1, Q1, 0)",0.755
37,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr, Q4)","inc(DTUr, Q4)","[[0, 4, 5], [1, 2, 3]]","[[0, 4, 5, 6], [1, 2, 3]]","dec(G0, Q4, 50)",0.611
37,1,[6],"const(MSEUr, Q4)","const(DTUr, Q4)","[[6], []]","[[0, 4, 5, 6], [1, 2, 3]]","inc(G1, Q2, 100)",0.611
38,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 6], [1, 2, 3, 4, 5]]","[[0, 6], [1, 2, 3, 4, 5]]","dec(G0, Q3, 25)",0.599
39,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 4], [1, 2, 3, 5]]","[[0, 4], [1, 2, 3, 5, 6]]","const(G0, Q3, 25)",0.601
39,1,[6],"const(MSEUr, Q4)","inc(DTUr, Q4)","[[], [6]]","[[0, 4], [1, 2, 3, 5, 6]]","dec(G1, Q1, 0)",0.601
40,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 4], [1, 2, 3, 5]]","[[0, 4], [1, 2, 3, 5, 6]]","const(G0, Q3, 25)",0.596
40,1,[6],"const(MSEUr, Q4)","const(DTUr, Q4)","[[], [6]]","[[0, 4], [1, 2, 3, 5, 6]]","const(G1, Q1, 0)",0.596
41,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[2, 4, 5, 6], [0, 1, 3]]","[[2, 4, 5, 6], [0, 1, 3]]","inc(G0, Q4, 50)",0.711
42,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[4, 5], [0, 1, 2, 3, 6]]","[[4, 5], [0, 1, 2, 3, 6]]","dec(G0, Q3, 25)",0.569
43,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 2, 5, 6], [1, 3, 4]]","[[0, 2, 5, 6], [1, 3, 4]]","inc(G0, Q4, 50)",0.723
44,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 1, 2, 3, 4], [5, 6]]","[[0, 1, 2, 3, 4], [5, 6]]","inc(G0, Q4, 75)",0.779
45,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","inc(DTUr, Q4)","[[0, 2, 6], [1, 3, 4, 5]]","[[0, 2, 6], [1, 3, 4, 5]]","dec(G0, Q4, 50)",0.66
46,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[2, 5, 6], [0, 1, 3, 4]]","[[2, 5, 6], [0, 1, 3, 4]]","const(G0, Q4, 50)",0.647
47,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[1, 2, 3], [0, 4, 5, 6]]","[[1, 2, 3], [0, 4, 5, 6]]","const(G0, Q4, 50)",0.648
48,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[1, 2, 4, 6], [0, 3, 5]]","[[1, 2, 4, 6], [0, 3, 5]]","inc(G0, Q4, 50)",0.719
49,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 3, 4], [1, 2, 5, 6]]","[[0, 3, 4], [1, 2, 5, 6]]","dec(G0, Q4, 50)",0.657
50,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 4, 6], [1, 2, 3, 5]]","[[0, 4, 6], [1, 2, 3, 5]]","const(G0, Q4, 50)",0.654
51,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[1, 2, 4, 6], [0, 3, 5]]","[[1, 2, 4, 6], [0, 3, 5]]","inc(G0, Q4, 50)",0.714
52,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","inc(G0, MAX, 100)",0.95
53,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","inc(DTUr, Q4)","[[2, 3, 5], [0, 1, 4, 6]]","[[2, 3, 5], [0, 1, 4, 6]]","dec(G0, Q4, 50)",0.651
54,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 6], [1, 2, 3, 4, 5]]","[[0, 6], [1, 2, 3, 4, 5]]","dec(G0, Q2, 25)",0.597
55,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[1, 2, 5, 6], [0, 3, 4]]","[[1, 2, 5, 6], [0, 3, 4]]","inc(G0, Q4, 50)",0.723
56,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[1, 2, 4], [0, 3, 5, 6]]","[[1, 2, 4], [0, 3, 5, 6]]","dec(G0, Q4, 50)",0.643
57,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[4, 5, 6], [0, 1, 2, 3]]","[[4, 5, 6], [0, 1, 2, 3]]","const(G0, Q3, 50)",0.65
58,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[2, 4, 5, 6], [0, 1, 3]]","[[2, 4, 5, 6], [0, 1, 3]]","inc(G0, Q4, 50)",0.709
59,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[4, 5, 6], [0, 1, 2, 3]]","[[4, 5, 6], [0, 1, 2, 3]]","dec(G0, Q3, 50)",0.64
60,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[4, 6], [0, 1, 2, 3, 5]]","[[4, 6], [0, 1, 2, 3, 5]]","dec(G0, Q2, 25)",0.574
61,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","inc(G0, MAX, 100)",0.944
62,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","inc(DTUr, Q4)","[[1, 3, 4, 6], [0, 2, 5]]","[[1, 3, 4, 6], [0, 2, 5]]","dec(G0, Q4, 50)",0.716
63,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[2, 5, 6], [0, 1, 3, 4]]","[[2, 5, 6], [0, 1, 3, 4]]","dec(G0, Q3, 50)",0.644
64,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[0, 1, 3, 4, 5], [2, 6]]","[[0, 1, 3, 4, 5], [2, 6]]","inc(G0, Q4, 75)",0.79
65,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[2, 4], [0, 1, 3, 5, 6]]","[[2, 4], [0, 1, 3, 5, 6]]","dec(G0, Q2, 25)",0.571
66,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[1, 2, 3, 5], [0, 4, 6]]","[[1, 2, 3, 5], [0, 4, 6]]","inc(G0, Q4, 50)",0.721
67,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[1, 2, 3, 4], [0, 5, 6]]","[[1, 2, 3, 4], [0, 5, 6]]","const(G0, Q4, 50)",0.71
68,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 1], [2, 3, 4, 5, 6]]","[[0, 1], [2, 3, 4, 5, 6]]","dec(G0, Q2, 25)",0.589
69,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[0, 1, 3, 5], [2, 4, 6]]","[[0, 1, 3, 5], [2, 4, 6]]","inc(G0, Q4, 50)",0.74
70,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[1, 2, 4, 5], [0, 3, 6]]","[[1, 2, 4, 5], [0, 3, 6]]","const(G0, Q4, 50)",0.704
71,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 1, 3, 5], [2, 4, 6]]","[[0, 1, 3, 5], [2, 4, 6]]","const(G0, Q4, 50)",0.738
72,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 1, 4], [2, 3, 5, 6]]","[[0, 1, 4], [2, 3, 5, 6]]","dec(G0, Q3, 50)",0.65
73,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 1], [2, 3, 4, 5, 6]]","[[0, 1], [2, 3, 4, 5, 6]]","dec(G0, Q2, 25)",0.587
74,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 1, 3, 6], [2, 4, 5]]","[[0, 1, 3, 6], [2, 4, 5]]","inc(G0, Q4, 50)",0.738
75,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[2, 3], [0, 1, 4, 5, 6]]","[[2, 3], [0, 1, 4, 5, 6]]","dec(G0, Q2, 25)",0.601
76,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 2, 5], [1, 3, 4, 6]]","[[0, 2, 5], [1, 3, 4, 6]]","inc(G0, Q3, 50)",0.651
77,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[1, 6], [0, 2, 3, 4, 5]]","[[1, 6], [0, 2, 3, 4, 5]]","dec(G0, Q2, 25)",0.588
78,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[1, 4, 5, 6], [0, 2, 3]]","[[1, 4, 5, 6], [0, 2, 3]]","inc(G0, Q4, 50)",0.704
79,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[3], [0, 1, 2, 4, 5, 6]]","[[3], [0, 1, 2, 4, 5, 6]]","dec(G0, Q1, 25)",0.544
80,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 1, 3, 4, 6], [2, 5]]","[[0, 1, 3, 4, 6], [2, 5]]","inc(G0, Q4, 75)",0.791
81,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 2, 4], [1, 3, 5, 6]]","[[0, 2, 4], [1, 3, 5, 6]]","dec(G0, Q3, 50)",0.646
82,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[2], [0, 1, 3, 4, 5, 6]]","[[2], [0, 1, 3, 4, 5, 6]]","dec(G0, Q1, 25)",0.538
83,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[1, 2, 4], [0, 3, 5, 6]]","[[1, 2, 4], [0, 3, 5, 6]]","inc(G0, Q3, 50)",0.647
84,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[3, 4, 5], [0, 1, 2, 6]]","[[3, 4, 5], [0, 1, 2, 6]]","const(G0, Q3, 50)",0.645
85,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[1, 2], [0, 3, 4, 5, 6]]","[[1, 2], [0, 3, 4, 5, 6]]","dec(G0, Q2, 25)",0.596
86,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 2, 3], [1, 4, 5, 6]]","[[0, 2, 3], [1, 4, 5, 6]]","inc(G0, Q3, 50)",0.653
87,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","inc(G0, MAX, 100)",0.935
88,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[1, 2, 4, 5, 6], [0, 3]]","[[1, 2, 4, 5, 6], [0, 3]]","dec(G0, Q4, 75)",0.787
89,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[2, 4, 6], [0, 1, 3, 5]]","[[2, 4, 6], [0, 1, 3, 5]]","dec(G0, Q3, 50)",0.646
90,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 1, 3, 4], [2, 5, 6]]","[[0, 1, 3, 4], [2, 5, 6]]","inc(G0, Q4, 50)",0.727
