timestep,group,group_members,MSEUr_mean,DTUr_mean,sched_members,sched_members_complete,decision,reward
1079,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[0, 2, 4], [1, 3, 5, 6]]","const(G0, Q4, 75)",0.872
1080,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[0, 3], [1, 2, 4, 5, 6]]","const(G0, Q4, 75)",0.876
1081,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[0, 3], [1, 2, 4, 5, 6]]","const(G0, Q4, 75)",0.876
1082,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[2, 6], [0, 1, 3, 4, 5]]","const(G0, Q4, 75)",0.87
1083,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[4, 5], [0, 1, 2, 3, 6]]","const(G0, Q4, 75)",0.873
1084,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[1, 6], [0, 2, 3, 4, 5]]","const(G0, Q4, 75)",0.872
1085,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[0, 1, 5], [2, 3, 4, 6]]","const(G0, Q4, 75)",0.873
1086,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[2], [0, 1, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.871
1087,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[2], [0, 1, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.869
1088,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[0, 2, 3, 5], [1, 4, 6]]","const(G0, Q4, 75)",0.871
1089,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[4], [0, 1, 2, 3, 5, 6]]","const(G0, Q4, 75)",0.872
1090,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[0, 1, 2], [3, 4, 5, 6]]","const(G0, Q4, 75)",0.869
1091,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[3], [0, 1, 2, 4, 5, 6]]","const(G0, Q4, 75)",0.87
1092,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[2, 5, 6], [0, 1, 3, 4]]","const(G0, Q4, 75)",0.869
1093,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[0, 2, 3, 4], [1, 5, 6]]","const(G0, Q4, 75)",0.868
1094,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[1, 2, 4, 6], [0, 3, 5]]","const(G0, Q4, 75)",0.869
1095,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[0, 6], [1, 2, 3, 4, 5]]","const(G0, Q4, 75)",0.865
1096,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[4], [0, 1, 2, 3, 5, 6]]","const(G0, Q4, 75)",0.868
1097,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[0, 6], [1, 2, 3, 4, 5]]","const(G0, Q4, 75)",0.87
1098,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[2], [0, 1, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.871
1099,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[1], [0, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.869
1100,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[0, 5], [1, 2, 3, 4, 6]]","const(G0, Q4, 75)",0.874
1101,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[5], [0, 1, 2, 3, 4, 6]]","const(G0, Q4, 75)",0.87
1102,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[1, 6], [0, 2, 3, 4, 5]]","const(G0, Q4, 75)",0.872
1103,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[6], [0, 1, 2, 3, 4, 5]]","const(G0, Q4, 75)",0.871
1104,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[1], [0, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.869
1105,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[2, 3, 4], [0, 1, 5, 6]]","const(G0, Q4, 75)",0.869
1106,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[3], [0, 1, 2, 4, 5, 6]]","const(G0, Q4, 75)",0.872
1107,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[1, 2, 4], [0, 3, 5, 6]]","const(G0, Q4, 75)",0.866
1108,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[5], [0, 1, 2, 3, 4, 6]]","const(G0, Q4, 75)",0.871
1109,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[0, 3], [1, 2, 4, 5, 6]]","const(G0, Q4, 75)",0.868
1110,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[0, 4], [1, 2, 3, 5, 6]]","const(G0, Q4, 75)",0.87
1111,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[1, 5, 6], [0, 2, 3, 4]]","const(G0, Q4, 75)",0.871
1112,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[5], [0, 1, 2, 3, 4, 6]]","const(G0, Q4, 75)",0.871
1113,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[4], [0, 1, 2, 3, 5, 6]]","const(G0, Q4, 75)",0.872
1114,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[4], [0, 1, 2, 3, 5, 6]]","const(G0, Q4, 75)",0.871
1115,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[0], [1, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.873
1116,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[4], [0, 1, 2, 3, 5, 6]]","const(G0, Q4, 75)",0.869
1117,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[1], [0, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.867
1118,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q1)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5, 6], [0]]","[[3], [0, 1, 2, 4, 5, 6]]","const(G0, Q4, 75)",0.872
1119,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[6], [0, 1, 2, 3, 4, 5]]","const(G0, Q4, 75)",0.864
1120,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0, 1], [2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.868
1121,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0, 6], [1, 2, 3, 4, 5]]","const(G0, Q4, 75)",0.869
1122,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0, 2, 4], [1, 3, 5, 6]]","const(G0, Q4, 75)",0.868
1123,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[6], [0, 1, 2, 3, 4, 5]]","const(G0, Q4, 75)",0.868
1124,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0, 4], [1, 2, 3, 5, 6]]","const(G0, Q4, 75)",0.868
1125,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[1, 2, 3], [0, 4, 5, 6]]","const(G0, Q4, 75)",0.867
1126,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[6], [0, 1, 2, 3, 4, 5]]","const(G0, Q4, 75)",0.868
1127,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[2], [0, 1, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.866
1128,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[1], [0, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.868
1129,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[3, 5, 6], [0, 1, 2, 4]]","const(G0, Q4, 75)",0.87
1130,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[2], [0, 1, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.865
1131,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[1], [0, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.865
1132,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[5], [0, 1, 2, 3, 4, 6]]","const(G0, Q4, 75)",0.865
1133,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0, 2], [1, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.866
1134,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[3], [0, 1, 2, 4, 5, 6]]","const(G0, Q4, 75)",0.867
1135,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[1, 2, 3], [0, 4, 5, 6]]","const(G0, Q4, 75)",0.867
1136,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[2], [0, 1, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.866
1137,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[2], [0, 1, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.869
1138,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[1, 6], [0, 2, 3, 4, 5]]","const(G0, Q4, 75)",0.87
1139,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[6], [0, 1, 2, 3, 4, 5]]","const(G0, Q4, 75)",0.867
1140,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[5], [0, 1, 2, 3, 4, 6]]","const(G0, Q4, 75)",0.87
1141,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[1], [0, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.871
1142,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[3], [0, 1, 2, 4, 5, 6]]","const(G0, Q4, 75)",0.869
1143,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[3], [0, 1, 2, 4, 5, 6]]","const(G0, Q4, 75)",0.866
1144,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[5], [0, 1, 2, 3, 4, 6]]","const(G0, Q4, 75)",0.865
1145,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[1, 3], [0, 2, 4, 5, 6]]","const(G0, Q4, 75)",0.873
1146,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[1, 2], [0, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.87
1147,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[1, 5], [0, 2, 3, 4, 6]]","const(G0, Q4, 75)",0.87
1148,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q2)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[1, 6], [0, 2, 3, 4, 5]]","const(G0, Q4, 75)",0.872
1149,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[2, 3], [0, 1, 4, 5, 6]]","const(G0, Q4, 75)",0.871
1150,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[2], [0, 1, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.873
1151,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[3], [0, 1, 2, 4, 5, 6]]","const(G0, Q4, 75)",0.868
1152,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[0, 3], [1, 2, 4, 5, 6]]","const(G0, Q4, 75)",0.868
1153,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 1, 3, 4, 5, 6], [2]]","[[3], [0, 1, 2, 4, 5, 6]]","const(G0, Q4, 75)",0.866
1154,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 1, 5], [2, 3, 4]]","[[0, 1, 5], [2, 3, 4, 6]]","dec(G0, Q3, 50)",0.697
1154,1,[6],"dec(MSEUr_mean, Q3)","inc(DTUr_mean, Q4)","[[], [6]]","[[0, 1, 5], [2, 3, 4, 6]]","const(G1, Q1, 0)",0.697
1155,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[2], [0, 1, 3, 4, 5]]","[[2], [0, 1, 3, 4, 5, 6]]","dec(G0, Q1, 25)",0.536
1155,1,[6],"const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[], [6]]","[[2], [0, 1, 3, 4, 5, 6]]","const(G1, Q1, 0)",0.536
1156,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 2], [1, 3, 4, 5]]","[[0, 2], [1, 3, 4, 5, 6]]","inc(G0, Q2, 25)",0.604
1156,1,[6],"const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[], [6]]","[[0, 2], [1, 3, 4, 5, 6]]","const(G1, Q1, 0)",0.604
1157,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[], [0, 1, 2, 3, 4, 5]]","[[6], [0, 1, 2, 3, 4, 5]]","dec(G0, Q1, 0)",0.539
1157,1,[6],"const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[6], []]","[[6], [0, 1, 2, 3, 4, 5]]","inc(G1, Q1, 100)",0.539
1158,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0], [1, 2, 3, 4, 5]]","[[0, 6], [1, 2, 3, 4, 5]]","inc(G0, Q1, 25)",0.544
1158,1,[6],"const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[6], []]","[[0, 6], [1, 2, 3, 4, 5]]","const(G1, Q1, 100)",0.544
1159,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[], [0, 1, 2, 3, 4, 5]]","[[6], [0, 1, 2, 3, 4, 5]]","dec(G0, Q1, 0)",0.539
1159,1,[6],"const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[6], []]","[[6], [0, 1, 2, 3, 4, 5]]","const(G1, Q1, 100)",0.539
1160,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0], [1, 2, 3, 4, 5]]","[[5], [0, 1, 2, 3, 4, 6]]","inc(G0, Q1, 25)",0.544
1160,1,[6],"const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[6], []]","[[5], [0, 1, 2, 3, 4, 6]]","const(G1, Q1, 100)",0.544
1161,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[], [0, 1, 2, 3, 4, 5]]","[[3], [0, 1, 2, 4, 5, 6]]","dec(G0, Q1, 0)",0.537
1161,1,[6],"const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[6], []]","[[3], [0, 1, 2, 4, 5, 6]]","const(G1, Q1, 100)",0.537
1162,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[2], [0, 1, 3, 4, 5]]","[[2], [0, 1, 3, 4, 5, 6]]","inc(G0, Q1, 25)",0.535
1162,1,[6],"const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[], [6]]","[[2], [0, 1, 3, 4, 5, 6]]","dec(G1, Q1, 0)",0.535
1163,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 3], [1, 2, 4, 5]]","[[0, 3], [1, 2, 4, 5, 6]]","inc(G0, Q2, 25)",0.604
1163,1,[6],"const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[], [6]]","[[0, 3], [1, 2, 4, 5, 6]]","const(G1, Q1, 0)",0.604
1164,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q3)","const(DTUr_mean, Q4)","[[0, 4, 5], [1, 2, 3]]","[[3, 6], [0, 1, 2, 4, 5]]","inc(G0, Q3, 50)",0.681
1164,1,[6],"const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[], [6]]","[[3, 6], [0, 1, 2, 4, 5]]","const(G1, Q1, 0)",0.681
1165,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5], [0]]","[[1, 5, 6], [0, 2, 3, 4]]","inc(G0, Q4, 75)",0.848
1165,1,[6],"const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[], [6]]","[[1, 5, 6], [0, 2, 3, 4]]","const(G1, Q1, 0)",0.848
1166,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5], [0]]","[[1], [0, 2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.853
1166,1,[6],"const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[], [6]]","[[1], [0, 2, 3, 4, 5, 6]]","const(G1, Q1, 0)",0.853
1167,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5], [0]]","[[0, 4], [1, 2, 3, 5, 6]]","const(G0, Q4, 75)",0.847
1167,1,[6],"const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[], [6]]","[[0, 4], [1, 2, 3, 5, 6]]","const(G1, Q1, 0)",0.847
1168,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5], [0]]","[[3], [0, 1, 2, 4, 5, 6]]","const(G0, Q4, 75)",0.852
1168,1,[6],"const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[], [6]]","[[3], [0, 1, 2, 4, 5, 6]]","const(G1, Q1, 0)",0.852
1169,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5], [0]]","[[6], [0, 1, 2, 3, 4, 5]]","const(G0, Q4, 75)",0.847
1169,1,[6],"const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[], [6]]","[[6], [0, 1, 2, 3, 4, 5]]","const(G1, Q1, 0)",0.847
1170,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5], [0]]","[[1, 5], [0, 2, 3, 4, 6]]","const(G0, Q4, 75)",0.852
1170,1,[6],"const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[], [6]]","[[1, 5], [0, 2, 3, 4, 6]]","const(G1, Q1, 0)",0.852
1171,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5], [0]]","[[4], [0, 1, 2, 3, 5, 6]]","const(G0, Q4, 75)",0.851
1171,1,[6],"const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[], [6]]","[[4], [0, 1, 2, 3, 5, 6]]","const(G1, Q1, 0)",0.851
1172,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5], [0]]","[[0, 1], [2, 3, 4, 5, 6]]","const(G0, Q4, 75)",0.854
1172,1,[6],"const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[], [6]]","[[0, 1], [2, 3, 4, 5, 6]]","const(G1, Q1, 0)",0.854
1173,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5], [0]]","[[1, 3], [0, 2, 4, 5, 6]]","const(G0, Q4, 75)",0.849
1173,1,[6],"const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[], [6]]","[[1, 3], [0, 2, 4, 5, 6]]","const(G1, Q1, 0)",0.849
1174,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5], [0]]","[[2, 4], [0, 1, 3, 5, 6]]","const(G0, Q4, 75)",0.854
1174,1,[6],"const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[], [6]]","[[2, 4], [0, 1, 3, 5, 6]]","const(G1, Q1, 0)",0.854
1175,0,"[0, 1, 2, 3, 4, 5]","const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[1, 2, 3, 4, 5], [0]]","[[3], [0, 1, 2, 4, 5, 6]]","const(G0, Q4, 75)",0.856
1175,1,[6],"const(MSEUr_mean, Q4)","const(DTUr_mean, Q4)","[[], [6]]","[[3], [0, 1, 2, 4, 5, 6]]","const(G1, Q1, 0)",0.856
