timestep,group,group_members,MSEUr,DTUr,sched_members,sched_members_complete,decision,reward
1,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q2)","inc(DTUr, MAX)","[[0, 1, 2, 3, 4, 5, 6], []]","[[0, 1, 2, 3, 4, 5, 6], []]","const(G0, NaN, 100)",0.935
2,0,"[0, 1, 2, 3, 6]","inc(MSEUr, MAX)","inc(DTUr, MAX)","[[1, 2, 3, 6], [0]]","[[1, 2, 3, 4, 5, 6], [0]]","dec(G0, NaN, 75)",0.685
3,0,"[0, 1, 2, 3, 6]","const(MSEUr, Q4)","inc(DTUr, MAX)","[[1, 2, 3, 6], [0]]","[[1, 2, 3, 4, 5, 6], [0]]","const(G0, Q1, 75)",0.679
3,1,"[4, 5]","const(MSEUr, Q4)","inc(DTUr, MAX)","[[4, 5], []]","[[1, 2, 3, 4, 5, 6], [0]]","const(G1, Q1, 100)",0.679
4,0,"[0, 1, 2, 3, 6]","const(MSEUr, Q4)","inc(DTUr, MAX)","[[0, 2, 3], [1, 6]]","[[0, 2, 3, 5], [1, 4, 6]]","dec(G0, Q2, 50)",0.614
4,1,"[4, 5]","const(MSEUr, Q3)","inc(DTUr, MAX)","[[5], [4]]","[[0, 2, 3, 5], [1, 4, 6]]","dec(G1, Q1, 50)",0.614
5,0,"[0, 1, 2, 3, 6]","const(MSEUr, Q3)","inc(DTUr, Q4)","[[0, 1, 2, 3], [6]]","[[0, 1, 2, 3, 4, 5], [6]]","inc(G0, Q2, 75)",0.685
5,1,"[4, 5]","const(MSEUr, Q3)","inc(DTUr, MAX)","[[4, 5], []]","[[0, 1, 2, 3, 4, 5], [6]]","inc(G1, Q1, 100)",0.685
6,0,"[0, 1, 2, 3, 6]","const(MSEUr, Q3)","inc(DTUr, Q4)","[[2, 3, 6], [0, 1]]","[[2, 3, 4, 5, 6], [0, 1]]","dec(G0, Q2, 50)",0.642
6,1,"[4, 5]","const(MSEUr, Q3)","inc(DTUr, MAX)","[[4, 5], []]","[[2, 3, 4, 5, 6], [0, 1]]","const(G1, Q2, 100)",0.642
7,0,"[0, 1, 2, 3, 6]","const(MSEUr, Q3)","inc(DTUr, Q4)","[[0, 1, 2, 3, 6], []]","[[0, 1, 2, 3, 5, 6], [4]]","inc(G0, Q3, 100)",0.676
7,1,"[4, 5]","const(MSEUr, Q3)","inc(DTUr, MAX)","[[5], [4]]","[[0, 1, 2, 3, 5, 6], [4]]","dec(G1, Q1, 50)",0.676
8,0,"[0, 1, 2, 3, 6]","const(MSEUr, Q3)","inc(DTUr, Q4)","[[0, 1, 3, 6], [2]]","[[0, 1, 3, 4, 5, 6], [2]]","dec(G0, Q3, 75)",0.682
8,1,"[4, 5]","const(MSEUr, Q3)","const(DTUr, Q4)","[[4, 5], []]","[[0, 1, 3, 4, 5, 6], [2]]","inc(G1, Q2, 100)",0.682
9,0,"[0, 1, 2, 3, 6]","const(MSEUr, Q3)","inc(DTUr, Q4)","[[0, 2, 6], [1, 3]]","[[0, 2, 4, 5, 6], [1, 3]]","dec(G0, Q2, 50)",0.657
9,1,"[4, 5]","const(MSEUr, Q3)","inc(DTUr, Q4)","[[4, 5], []]","[[0, 2, 4, 5, 6], [1, 3]]","const(G1, Q2, 100)",0.657
10,0,"[0, 1, 2, 3, 6]","const(MSEUr, Q3)","inc(DTUr, Q4)","[[0, 1, 2, 3], [6]]","[[0, 1, 2, 3, 4, 5], [6]]","inc(G0, Q3, 75)",0.69
10,1,"[4, 5]","const(MSEUr, Q3)","inc(DTUr, Q4)","[[4, 5], []]","[[0, 1, 2, 3, 4, 5], [6]]","const(G1, Q2, 100)",0.69
11,0,"[0, 1, 2, 3, 6]","const(MSEUr, Q3)","inc(DTUr, Q4)","[[0, 3, 6], [1, 2]]","[[0, 3, 4, 5, 6], [1, 2]]","dec(G0, Q2, 50)",0.655
11,1,"[4, 5]","const(MSEUr, Q3)","inc(DTUr, Q4)","[[4, 5], []]","[[0, 3, 4, 5, 6], [1, 2]]","const(G1, Q2, 100)",0.655
12,0,"[0, 1, 2, 3, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[2, 3, 6], [0, 1]]","[[2, 3, 4, 5, 6], [0, 1]]","const(G0, Q3, 50)",0.645
12,1,"[4, 5]","const(MSEUr, Q3)","inc(DTUr, Q4)","[[4, 5], []]","[[2, 3, 4, 5, 6], [0, 1]]","const(G1, Q1, 100)",0.645
13,0,"[0, 1, 2, 3, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[1, 2, 3, 6], [0]]","[[1, 2, 3, 4, 6], [0, 5]]","inc(G0, Q3, 75)",0.65
13,1,"[4, 5]","const(MSEUr, Q3)","inc(DTUr, Q4)","[[4], [5]]","[[1, 2, 3, 4, 6], [0, 5]]","dec(G1, Q1, 50)",0.65
14,0,"[0, 2, 3, 6]","const(MSEUr, Q3)","inc(DTUr, Q4)","[[6], [0, 2, 3]]","[[4, 5, 6], [0, 1, 2, 3]]","dec(G0, Q1, 25)",0.581
14,1,"[1, 4, 5]","const(MSEUr, Q3)","const(DTUr, Q4)","[[4, 5], [1]]","[[4, 5, 6], [0, 1, 2, 3]]","inc(G1, Q2, 75)",0.581
15,0,"[0, 2, 3, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[2, 3, 6], [0]]","[[2, 3, 4, 6], [0, 1, 5]]","inc(G0, Q3, 75)",0.612
15,1,"[1, 4, 5]","const(MSEUr, Q3)","const(DTUr, Q4)","[[4], [1, 5]]","[[2, 3, 4, 6], [0, 1, 5]]","dec(G1, Q1, 25)",0.612
16,0,"[0, 2, 3, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[6], [0, 2, 3]]","[[4, 6], [0, 1, 2, 3, 5]]","dec(G0, Q1, 25)",0.544
16,1,"[1, 4, 5]","const(MSEUr, Q3)","const(DTUr, Q4)","[[4], [1, 5]]","[[4, 6], [0, 1, 2, 3, 5]]","const(G1, Q1, 25)",0.544
17,0,"[0, 2, 3, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[3], [0, 2, 6]]","[[1, 3], [0, 2, 4, 5, 6]]","const(G0, Q1, 25)",0.54
17,1,"[1, 4, 5]","const(MSEUr, Q3)","const(DTUr, Q4)","[[1], [4, 5]]","[[1, 3], [0, 2, 4, 5, 6]]","const(G1, Q1, 25)",0.54
18,0,"[0, 2, 3, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[3], [0, 2, 6]]","[[1, 3, 5], [0, 2, 4, 6]]","const(G0, Q1, 25)",0.572
18,1,"[1, 4, 5]","const(MSEUr, Q3)","const(DTUr, Q4)","[[1, 5], [4]]","[[1, 3, 5], [0, 2, 4, 6]]","inc(G1, Q3, 75)",0.572
19,0,"[0, 2, 3, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[0], [2, 3, 6]]","[[0, 5], [1, 2, 3, 4, 6]]","const(G0, Q1, 25)",0.546
19,1,"[1, 4, 5]","const(MSEUr, Q3)","const(DTUr, Q4)","[[5], [1, 4]]","[[0, 5], [1, 2, 3, 4, 6]]","dec(G1, Q1, 25)",0.546
20,0,"[0, 2, 3, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[0, 6], [2, 3]]","[[0, 6], [1, 2, 3, 4, 5]]","inc(G0, Q3, 50)",0.647
20,1,"[1, 4, 5]","const(MSEUr, Q3)","const(DTUr, Q4)","[[], [1, 4, 5]]","[[0, 6], [1, 2, 3, 4, 5]]","dec(G1, Q1, 0)",0.647
21,0,"[0, 2, 3, 6]","const(MSEUr, Q3)","inc(DTUr, Q4)","[[0, 3], [2, 6]]","[[0, 3, 5], [1, 2, 4, 6]]","const(G0, Q3, 50)",0.583
21,1,"[1, 4, 5]","const(MSEUr, Q3)","const(DTUr, Q4)","[[5], [1, 4]]","[[0, 3, 5], [1, 2, 4, 6]]","inc(G1, Q1, 25)",0.583
22,0,"[0, 2, 3, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[], [0, 2, 3, 6]]","[[1], [0, 2, 3, 4, 5, 6]]","dec(G0, Q1, 0)",0.55
22,1,"[1, 4, 5]","const(MSEUr, Q3)","const(DTUr, Q4)","[[1], [4, 5]]","[[1], [0, 2, 3, 4, 5, 6]]","const(G1, Q2, 25)",0.55
23,0,"[0, 2, 3, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[0], [2, 3, 5, 6]]","[[0, 1, 4], [2, 3, 5, 6]]","inc(G0, Q2, 25)",0.595
23,1,"[1, 4]","const(MSEUr, Q3)","const(DTUr, Q4)","[[1, 4], []]","[[0, 1, 4], [2, 3, 5, 6]]","inc(G1, Q3, 100)",0.595
24,0,"[0, 2, 3, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[], [0, 2, 3, 5, 6]]","[[1], [0, 2, 3, 4, 5, 6]]","dec(G0, Q1, 0)",0.554
24,1,"[1, 4]","const(MSEUr, Q3)","inc(DTUr, Q4)","[[1], [4]]","[[1], [0, 2, 3, 4, 5, 6]]","dec(G1, Q2, 50)",0.554
25,0,"[0, 2, 3, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[2, 6], [0, 3, 5]]","[[1, 2, 6], [0, 3, 4, 5]]","inc(G0, Q3, 50)",0.581
25,1,"[1, 4]","const(MSEUr, Q3)","const(DTUr, Q4)","[[1], [4]]","[[1, 2, 6], [0, 3, 4, 5]]","const(G1, Q2, 50)",0.581
26,0,"[0, 2, 3, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[5], [0, 2, 3, 6]]","[[5], [0, 1, 2, 3, 4, 6]]","dec(G0, Q2, 25)",0.554
26,1,"[1, 4]","const(MSEUr, Q3)","const(DTUr, Q4)","[[], [1, 4]]","[[5], [0, 1, 2, 3, 4, 6]]","dec(G1, Q1, 0)",0.554
27,0,"[0, 2, 3, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[0, 3], [2, 5, 6]]","[[0, 1, 3], [2, 4, 5, 6]]","inc(G0, Q3, 50)",0.586
27,1,"[1, 4]","const(MSEUr, Q3)","const(DTUr, Q4)","[[1], [4]]","[[0, 1, 3], [2, 4, 5, 6]]","inc(G1, Q1, 50)",0.586
28,0,"[0, 2, 3, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[3, 6], [0, 2, 5]]","[[3, 4, 6], [0, 1, 2, 5]]","const(G0, Q3, 50)",0.583
28,1,"[1, 4]","const(MSEUr, Q3)","const(DTUr, Q4)","[[4], [1]]","[[3, 4, 6], [0, 1, 2, 5]]","const(G1, Q1, 50)",0.583
29,0,"[0, 2, 3, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[], [0, 2, 3, 5, 6]]","[[4], [0, 1, 2, 3, 5, 6]]","dec(G0, Q1, 0)",0.56
29,1,"[1, 4]","const(MSEUr, Q3)","const(DTUr, Q4)","[[4], [1]]","[[4], [0, 1, 2, 3, 5, 6]]","const(G1, Q2, 50)",0.56
30,0,"[0, 2, 3, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[3, 6], [0, 2, 5]]","[[1, 3, 6], [0, 2, 4, 5]]","inc(G0, Q3, 50)",0.578
30,1,"[1, 4]","const(MSEUr, Q3)","const(DTUr, Q4)","[[1], [4]]","[[1, 3, 6], [0, 2, 4, 5]]","const(G1, Q2, 50)",0.578
31,0,"[0, 2, 3, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[0], [2, 3, 5, 6]]","[[0, 1], [2, 3, 4, 5, 6]]","dec(G0, Q2, 25)",0.552
31,1,"[1, 4]","const(MSEUr, Q3)","const(DTUr, Q4)","[[1], [4]]","[[0, 1], [2, 3, 4, 5, 6]]","const(G1, Q2, 50)",0.552
32,0,"[0, 1, 2, 3, 5, 6]","inc(MSEUr, Q4)","const(DTUr, Q4)","[[0, 2], [1, 3, 5, 6]]","[[0, 2], [1, 3, 4, 5, 6]]","inc(G0, Q3, 25)",0.624
32,1,[4],"inc(MSEUr, Q4)","const(DTUr, Q4)","[[], [4]]","[[0, 2], [1, 3, 4, 5, 6]]","dec(G1, Q1, 0)",0.624
33,0,"[0, 1, 2, 3, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[5], [0, 1, 2, 3, 6]]","[[5], [0, 1, 2, 3, 4, 6]]","dec(G0, Q1, 25)",0.542
33,1,[4],"const(MSEUr, Q4)","const(DTUr, Q4)","[[], [4]]","[[5], [0, 1, 2, 3, 4, 6]]","const(G1, Q1, 0)",0.542
34,0,"[0, 1, 2, 3, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[3], [0, 1, 2, 5, 6]]","[[3], [0, 1, 2, 4, 5, 6]]","const(G0, Q2, 25)",0.54
34,1,[4],"const(MSEUr, Q4)","const(DTUr, Q4)","[[], [4]]","[[3], [0, 1, 2, 4, 5, 6]]","const(G1, Q1, 0)",0.54
35,0,"[0, 1, 2, 3, 4, 5, 6]","inc(MSEUr, Q4)","const(DTUr, Q4)","[[0, 2, 5], [1, 3, 4, 6]]","[[0, 2, 5], [1, 3, 4, 6]]","inc(G0, Q4, 50)",0.67
36,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[2], [0, 1, 3, 4, 5, 6]]","[[2], [0, 1, 3, 4, 5, 6]]","dec(G0, Q2, 25)",0.536
37,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[4], [0, 1, 2, 3, 5, 6]]","[[4], [0, 1, 2, 3, 5, 6]]","const(G0, Q2, 25)",0.538
38,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 4], [1, 2, 3, 5, 6]]","[[0, 4], [1, 2, 3, 5, 6]]","inc(G0, Q3, 25)",0.606
39,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[6], [0, 1, 2, 3, 4, 5]]","[[6], [0, 1, 2, 3, 4, 5]]","dec(G0, Q2, 25)",0.537
40,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[4], [0, 1, 2, 3, 5, 6]]","[[4], [0, 1, 2, 3, 5, 6]]","const(G0, Q2, 25)",0.536
41,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 1, 5], [2, 3, 4, 6]]","[[0, 1, 5], [2, 3, 4, 6]]","inc(G0, Q4, 50)",0.665
42,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 4], [1, 2, 3, 5, 6]]","[[0, 4], [1, 2, 3, 5, 6]]","dec(G0, Q3, 25)",0.599
43,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[5], [0, 1, 2, 3, 4, 6]]","[[5], [0, 1, 2, 3, 4, 6]]","dec(G0, Q2, 25)",0.531
44,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[4], [0, 1, 2, 3, 5, 6]]","[[4], [0, 1, 2, 3, 5, 6]]","const(G0, Q2, 25)",0.531
45,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[1], [0, 2, 3, 4, 5, 6]]","[[1], [0, 2, 3, 4, 5, 6]]","const(G0, Q2, 25)",0.531
46,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[3], [0, 1, 2, 4, 5, 6]]","[[3], [0, 1, 2, 4, 5, 6]]","const(G0, Q1, 25)",0.531
47,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[1], [0, 2, 3, 4, 5, 6]]","[[1], [0, 2, 3, 4, 5, 6]]","const(G0, Q1, 25)",0.531
48,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 3], [1, 2, 4, 5, 6]]","[[0, 3], [1, 2, 4, 5, 6]]","inc(G0, Q3, 25)",0.594
49,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[6], [0, 1, 2, 3, 4, 5]]","[[6], [0, 1, 2, 3, 4, 5]]","dec(G0, Q2, 25)",0.533
50,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[3], [0, 1, 2, 4, 5, 6]]","[[3], [0, 1, 2, 4, 5, 6]]","const(G0, Q2, 25)",0.531
51,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[6], [0, 1, 2, 3, 4, 5]]","[[6], [0, 1, 2, 3, 4, 5]]","const(G0, Q2, 25)",0.534
52,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[5], [0, 1, 2, 3, 4, 6]]","[[5], [0, 1, 2, 3, 4, 6]]","const(G0, Q2, 25)",0.533
53,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[4], [0, 1, 2, 3, 5, 6]]","[[4], [0, 1, 2, 3, 5, 6]]","const(G0, Q2, 25)",0.533
54,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[0, 4], [1, 2, 3, 5, 6]]","[[0, 4], [1, 2, 3, 5, 6]]","inc(G0, Q3, 25)",0.593
55,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[2], [0, 1, 3, 4, 5, 6]]","[[2], [0, 1, 3, 4, 5, 6]]","dec(G0, Q1, 25)",0.533
56,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[0, 4], [1, 2, 3, 5, 6]]","[[0, 4], [1, 2, 3, 5, 6]]","inc(G0, Q3, 25)",0.591
57,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[2], [0, 1, 3, 4, 5, 6]]","[[2], [0, 1, 3, 4, 5, 6]]","dec(G0, Q1, 25)",0.531
58,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[1], [0, 2, 3, 4, 5, 6]]","[[1], [0, 2, 3, 4, 5, 6]]","const(G0, Q2, 25)",0.53
59,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[4], [0, 1, 2, 3, 5, 6]]","[[4], [0, 1, 2, 3, 5, 6]]","const(G0, Q2, 25)",0.529
60,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[5], [0, 1, 2, 3, 4, 6]]","[[5], [0, 1, 2, 3, 4, 6]]","const(G0, Q2, 25)",0.53
61,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[0, 4], [1, 2, 3, 5, 6]]","[[0, 4], [1, 2, 3, 5, 6]]","inc(G0, Q4, 25)",0.587
62,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[0, 1], [2, 3, 4, 5, 6]]","[[0, 1], [2, 3, 4, 5, 6]]","const(G0, Q4, 25)",0.585
63,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[0, 4], [1, 2, 3, 5, 6]]","[[0, 4], [1, 2, 3, 5, 6]]","const(G0, Q4, 25)",0.582
64,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[4], [0, 1, 2, 3, 5, 6]]","[[4], [0, 1, 2, 3, 5, 6]]","dec(G0, Q1, 25)",0.519
65,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[3], [0, 1, 2, 4, 5, 6]]","[[3], [0, 1, 2, 4, 5, 6]]","const(G0, Q1, 25)",0.52
66,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[2], [0, 1, 3, 4, 5, 6]]","[[2], [0, 1, 3, 4, 5, 6]]","const(G0, Q2, 25)",0.521
67,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[5], [0, 1, 2, 3, 4, 6]]","[[5], [0, 1, 2, 3, 4, 6]]","const(G0, Q2, 25)",0.524
68,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[6], [0, 1, 2, 3, 4, 5]]","[[6], [0, 1, 2, 3, 4, 5]]","const(G0, Q2, 25)",0.521
69,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[4], [0, 1, 2, 3, 5, 6]]","[[4], [0, 1, 2, 3, 5, 6]]","const(G0, Q2, 25)",0.519
70,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[0, 2], [1, 3, 4, 5, 6]]","[[0, 2], [1, 3, 4, 5, 6]]","inc(G0, Q4, 25)",0.577
71,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[0, 3], [1, 2, 4, 5, 6]]","[[0, 3], [1, 2, 4, 5, 6]]","const(G0, Q4, 25)",0.578
72,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q3)","const(DTUr, Q4)","[[2], [0, 1, 3, 4, 5, 6]]","[[2], [0, 1, 3, 4, 5, 6]]","dec(G0, Q1, 25)",0.523
73,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[2, 3], [0, 1, 4, 5, 6]]","[[2, 3], [0, 1, 4, 5, 6]]","inc(G0, Q3, 25)",0.583
74,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 3], [1, 2, 4, 5, 6]]","[[0, 3], [1, 2, 4, 5, 6]]","const(G0, Q3, 25)",0.58
75,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[6], [0, 1, 2, 3, 4, 5]]","[[6], [0, 1, 2, 3, 4, 5]]","dec(G0, Q1, 25)",0.524
76,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[1], [0, 2, 3, 4, 5, 6]]","[[1], [0, 2, 3, 4, 5, 6]]","const(G0, Q1, 25)",0.524
77,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[2], [0, 1, 3, 4, 5, 6]]","[[2], [0, 1, 3, 4, 5, 6]]","const(G0, Q2, 25)",0.525
78,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[1], [0, 2, 3, 4, 5, 6]]","[[1], [0, 2, 3, 4, 5, 6]]","const(G0, Q2, 25)",0.526
79,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[3], [0, 1, 2, 4, 5, 6]]","[[3], [0, 1, 2, 4, 5, 6]]","const(G0, Q2, 25)",0.524
80,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[1], [0, 2, 3, 4, 5, 6]]","[[1], [0, 2, 3, 4, 5, 6]]","const(G0, Q2, 25)",0.527
81,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[1], [0, 2, 3, 4, 5, 6]]","[[1], [0, 2, 3, 4, 5, 6]]","const(G0, Q2, 25)",0.527
82,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 6], [1, 2, 3, 4, 5]]","[[0, 6], [1, 2, 3, 4, 5]]","inc(G0, Q4, 25)",0.586
83,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[2], [0, 1, 3, 4, 5, 6]]","[[2], [0, 1, 3, 4, 5, 6]]","dec(G0, Q1, 25)",0.528
84,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[2], [0, 1, 3, 4, 5, 6]]","[[2], [0, 1, 3, 4, 5, 6]]","const(G0, Q1, 25)",0.526
85,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[1], [0, 2, 3, 4, 5, 6]]","[[1], [0, 2, 3, 4, 5, 6]]","const(G0, Q2, 25)",0.528
86,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 3], [1, 2, 4, 5, 6]]","[[0, 3], [1, 2, 4, 5, 6]]","inc(G0, Q4, 25)",0.577
87,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[2], [0, 1, 3, 4, 5, 6]]","[[2], [0, 1, 3, 4, 5, 6]]","dec(G0, Q2, 25)",0.526
88,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[5], [0, 1, 2, 3, 4, 6]]","[[5], [0, 1, 2, 3, 4, 6]]","const(G0, Q2, 25)",0.528
89,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[3], [0, 1, 2, 4, 5, 6]]","[[3], [0, 1, 2, 4, 5, 6]]","const(G0, Q2, 25)",0.525
90,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[4], [0, 1, 2, 3, 5, 6]]","[[4], [0, 1, 2, 3, 5, 6]]","const(G0, Q1, 25)",0.528
91,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[3], [0, 1, 2, 4, 5, 6]]","[[3], [0, 1, 2, 4, 5, 6]]","const(G0, Q1, 25)",0.524
92,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0, 5], [1, 2, 3, 4, 6]]","[[0, 5], [1, 2, 3, 4, 6]]","inc(G0, Q4, 25)",0.583
93,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[0], [1, 2, 3, 4, 5, 6]]","[[0], [1, 2, 3, 4, 5, 6]]","dec(G0, Q2, 25)",0.521
94,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[3], [0, 1, 2, 4, 5, 6]]","[[3], [0, 1, 2, 4, 5, 6]]","const(G0, Q2, 25)",0.522
95,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[3], [0, 1, 2, 4, 5, 6]]","[[3], [0, 1, 2, 4, 5, 6]]","const(G0, Q2, 25)",0.521
96,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[4], [0, 1, 2, 3, 5, 6]]","[[4], [0, 1, 2, 3, 5, 6]]","const(G0, Q2, 25)",0.524
97,0,"[0, 1, 2, 3, 4, 5, 6]","const(MSEUr, Q4)","const(DTUr, Q4)","[[2, 3], [0, 1, 4, 5, 6]]","[[2, 3], [0, 1, 4, 5, 6]]","inc(G0, Q4, 25)",0.586
