timestep,decision,prb_decision,policy_decision
91,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
92,"(24, 15, 11, 0, 2, 1)","[24, 15, 11]","[0, 2, 1]"
93,"(30, 15, 5, 1, 1, 1)","[30, 15, 5]","[1, 1, 1]"
94,"(24, 15, 11, 2, 2, 0)","[24, 15, 11]","[2, 2, 0]"
95,"(36, 9, 5, 1, 2, 2)","[36, 9, 5]","[1, 2, 2]"
96,"(30, 9, 11, 0, 2, 2)","[30, 9, 11]","[0, 2, 2]"
97,"(24, 15, 11, 0, 1, 1)","[24, 15, 11]","[0, 1, 1]"
98,"(36, 9, 5, 2, 2, 1)","[36, 9, 5]","[2, 2, 1]"
99,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
100,"(30, 9, 11, 2, 1, 0)","[30, 9, 11]","[2, 1, 0]"
101,"(24, 21, 5, 1, 2, 0)","[24, 21, 5]","[1, 2, 0]"
102,"(30, 9, 11, 0, 2, 2)","[30, 9, 11]","[0, 2, 2]"
103,"(30, 9, 11, 1, 1, 0)","[30, 9, 11]","[1, 1, 0]"
104,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
105,"(24, 21, 5, 0, 2, 1)","[24, 21, 5]","[0, 2, 1]"
106,"(36, 9, 5, 0, 2, 2)","[36, 9, 5]","[0, 2, 2]"
107,"(36, 9, 5, 2, 0, 1)","[36, 9, 5]","[2, 0, 1]"
108,"(36, 9, 5, 1, 2, 1)","[36, 9, 5]","[1, 2, 1]"
109,"(36, 9, 5, 2, 0, 1)","[36, 9, 5]","[2, 0, 1]"
110,"(30, 9, 11, 1, 2, 2)","[30, 9, 11]","[1, 2, 2]"
111,"(24, 21, 5, 1, 0, 1)","[24, 21, 5]","[1, 0, 1]"
112,"(30, 15, 5, 1, 2, 2)","[30, 15, 5]","[1, 2, 2]"
113,"(30, 9, 11, 0, 1, 2)","[30, 9, 11]","[0, 1, 2]"
114,"(36, 9, 5, 0, 1, 2)","[36, 9, 5]","[0, 1, 2]"
115,"(30, 15, 5, 1, 0, 2)","[30, 15, 5]","[1, 0, 2]"
116,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
117,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
118,"(36, 9, 5, 0, 0, 0)","[36, 9, 5]","[0, 0, 0]"
119,"(30, 15, 5, 2, 1, 2)","[30, 15, 5]","[2, 1, 2]"
120,"(30, 9, 11, 1, 2, 2)","[30, 9, 11]","[1, 2, 2]"
121,"(30, 9, 11, 0, 0, 0)","[30, 9, 11]","[0, 0, 0]"
122,"(30, 9, 11, 1, 2, 2)","[30, 9, 11]","[1, 2, 2]"
123,"(24, 21, 5, 2, 2, 1)","[24, 21, 5]","[2, 2, 1]"
124,"(36, 9, 5, 0, 1, 1)","[36, 9, 5]","[0, 1, 1]"
125,"(30, 9, 11, 0, 1, 1)","[30, 9, 11]","[0, 1, 1]"
126,"(30, 9, 11, 1, 1, 2)","[30, 9, 11]","[1, 1, 2]"
127,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
128,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
129,"(18, 15, 17, 1, 1, 1)","[18, 15, 17]","[1, 1, 1]"
130,"(24, 21, 5, 0, 2, 0)","[24, 21, 5]","[0, 2, 0]"
131,"(30, 15, 5, 2, 2, 2)","[30, 15, 5]","[2, 2, 2]"
132,"(12, 15, 23, 1, 1, 0)","[12, 15, 23]","[1, 1, 0]"
133,"(18, 9, 23, 2, 0, 0)","[18, 9, 23]","[2, 0, 0]"
134,"(36, 9, 5, 1, 2, 2)","[36, 9, 5]","[1, 2, 2]"
135,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
136,"(30, 9, 11, 2, 1, 2)","[30, 9, 11]","[2, 1, 2]"
137,"(30, 9, 11, 1, 1, 0)","[30, 9, 11]","[1, 1, 0]"
138,"(30, 15, 5, 2, 2, 0)","[30, 15, 5]","[2, 2, 0]"
139,"(24, 21, 5, 1, 0, 0)","[24, 21, 5]","[1, 0, 0]"
140,"(30, 9, 11, 2, 1, 1)","[30, 9, 11]","[2, 1, 1]"
141,"(24, 21, 5, 1, 1, 1)","[24, 21, 5]","[1, 1, 1]"
142,"(30, 15, 5, 0, 0, 0)","[30, 15, 5]","[0, 0, 0]"
143,"(24, 15, 11, 0, 2, 0)","[24, 15, 11]","[0, 2, 0]"
144,"(30, 9, 11, 1, 2, 1)","[30, 9, 11]","[1, 2, 1]"
145,"(24, 15, 11, 0, 1, 0)","[24, 15, 11]","[0, 1, 0]"
146,"(30, 15, 5, 1, 1, 2)","[30, 15, 5]","[1, 1, 2]"
147,"(30, 15, 5, 1, 2, 2)","[30, 15, 5]","[1, 2, 2]"
148,"(30, 9, 11, 1, 2, 2)","[30, 9, 11]","[1, 2, 2]"
149,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
150,"(24, 15, 11, 2, 2, 0)","[24, 15, 11]","[2, 2, 0]"
151,"(36, 9, 5, 0, 1, 0)","[36, 9, 5]","[0, 1, 0]"
152,"(36, 9, 5, 2, 0, 1)","[36, 9, 5]","[2, 0, 1]"
153,"(30, 15, 5, 0, 0, 0)","[30, 15, 5]","[0, 0, 0]"
154,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
155,"(36, 9, 5, 0, 2, 2)","[36, 9, 5]","[0, 2, 2]"
156,"(36, 9, 5, 0, 2, 0)","[36, 9, 5]","[0, 2, 0]"
157,"(36, 9, 5, 0, 2, 0)","[36, 9, 5]","[0, 2, 0]"
158,"(36, 9, 5, 0, 2, 2)","[36, 9, 5]","[0, 2, 2]"
159,"(30, 15, 5, 0, 2, 0)","[30, 15, 5]","[0, 2, 0]"
160,"(36, 9, 5, 2, 0, 2)","[36, 9, 5]","[2, 0, 2]"
161,"(36, 9, 5, 1, 1, 1)","[36, 9, 5]","[1, 1, 1]"
162,"(30, 15, 5, 1, 0, 2)","[30, 15, 5]","[1, 0, 2]"
163,"(30, 9, 11, 1, 2, 2)","[30, 9, 11]","[1, 2, 2]"
164,"(36, 9, 5, 1, 2, 1)","[36, 9, 5]","[1, 2, 1]"
165,"(24, 21, 5, 1, 0, 0)","[24, 21, 5]","[1, 0, 0]"
166,"(30, 9, 11, 0, 0, 2)","[30, 9, 11]","[0, 0, 2]"
167,"(24, 15, 11, 1, 1, 0)","[24, 15, 11]","[1, 1, 0]"
168,"(30, 9, 11, 0, 2, 0)","[30, 9, 11]","[0, 2, 0]"
169,"(36, 9, 5, 1, 0, 0)","[36, 9, 5]","[1, 0, 0]"
170,"(24, 21, 5, 2, 2, 0)","[24, 21, 5]","[2, 2, 0]"
171,"(24, 21, 5, 1, 1, 2)","[24, 21, 5]","[1, 1, 2]"
172,"(18, 15, 17, 1, 1, 0)","[18, 15, 17]","[1, 1, 0]"
173,"(36, 9, 5, 0, 0, 0)","[36, 9, 5]","[0, 0, 0]"
174,"(30, 15, 5, 1, 1, 2)","[30, 15, 5]","[1, 1, 2]"
175,"(24, 15, 11, 2, 2, 0)","[24, 15, 11]","[2, 2, 0]"
176,"(18, 15, 17, 1, 1, 2)","[18, 15, 17]","[1, 1, 2]"
177,"(24, 15, 11, 1, 1, 2)","[24, 15, 11]","[1, 1, 2]"
178,"(30, 9, 11, 2, 1, 0)","[30, 9, 11]","[2, 1, 0]"
179,"(30, 9, 11, 2, 1, 0)","[30, 9, 11]","[2, 1, 0]"
180,"(36, 9, 5, 0, 0, 0)","[36, 9, 5]","[0, 0, 0]"
181,"(24, 21, 5, 1, 2, 0)","[24, 21, 5]","[1, 2, 0]"
182,"(18, 9, 23, 1, 2, 0)","[18, 9, 23]","[1, 2, 0]"
183,"(30, 15, 5, 2, 2, 1)","[30, 15, 5]","[2, 2, 1]"
184,"(30, 15, 5, 0, 2, 2)","[30, 15, 5]","[0, 2, 2]"
185,"(18, 15, 17, 0, 2, 0)","[18, 15, 17]","[0, 2, 0]"
186,"(36, 9, 5, 2, 1, 0)","[36, 9, 5]","[2, 1, 0]"
187,"(24, 21, 5, 1, 1, 2)","[24, 21, 5]","[1, 1, 2]"
188,"(18, 15, 17, 1, 1, 2)","[18, 15, 17]","[1, 1, 2]"
189,"(30, 9, 11, 1, 2, 2)","[30, 9, 11]","[1, 2, 2]"
190,"(30, 15, 5, 2, 2, 0)","[30, 15, 5]","[2, 2, 0]"
191,"(24, 21, 5, 1, 1, 0)","[24, 21, 5]","[1, 1, 0]"
192,"(36, 9, 5, 0, 1, 2)","[36, 9, 5]","[0, 1, 2]"
193,"(36, 9, 5, 0, 0, 0)","[36, 9, 5]","[0, 0, 0]"
194,"(36, 9, 5, 2, 1, 2)","[36, 9, 5]","[2, 1, 2]"
195,"(36, 9, 5, 1, 0, 1)","[36, 9, 5]","[1, 0, 1]"
196,"(18, 9, 23, 2, 2, 2)","[18, 9, 23]","[2, 2, 2]"
197,"(30, 15, 5, 2, 2, 2)","[30, 15, 5]","[2, 2, 2]"
198,"(24, 21, 5, 2, 2, 0)","[24, 21, 5]","[2, 2, 0]"
199,"(18, 15, 17, 1, 2, 0)","[18, 15, 17]","[1, 2, 0]"
200,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
201,"(18, 15, 17, 2, 0, 0)","[18, 15, 17]","[2, 0, 0]"
202,"(18, 9, 23, 2, 1, 1)","[18, 9, 23]","[2, 1, 1]"
203,"(36, 9, 5, 0, 2, 1)","[36, 9, 5]","[0, 2, 1]"
204,"(30, 9, 11, 1, 1, 2)","[30, 9, 11]","[1, 1, 2]"
205,"(30, 15, 5, 2, 2, 0)","[30, 15, 5]","[2, 2, 0]"
206,"(30, 9, 11, 1, 1, 0)","[30, 9, 11]","[1, 1, 0]"
207,"(24, 21, 5, 2, 1, 2)","[24, 21, 5]","[2, 1, 2]"
208,"(30, 15, 5, 0, 1, 2)","[30, 15, 5]","[0, 1, 2]"
209,"(6, 9, 35, 0, 0, 0)","[6, 9, 35]","[0, 0, 0]"
210,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
211,"(30, 15, 5, 2, 2, 0)","[30, 15, 5]","[2, 2, 0]"
212,"(24, 15, 11, 1, 1, 1)","[24, 15, 11]","[1, 1, 1]"
213,"(30, 9, 11, 0, 2, 1)","[30, 9, 11]","[0, 2, 1]"
214,"(30, 15, 5, 2, 0, 2)","[30, 15, 5]","[2, 0, 2]"
215,"(30, 15, 5, 2, 1, 0)","[30, 15, 5]","[2, 1, 0]"
216,"(18, 15, 17, 1, 0, 0)","[18, 15, 17]","[1, 0, 0]"
217,"(24, 21, 5, 2, 2, 1)","[24, 21, 5]","[2, 2, 1]"
218,"(30, 9, 11, 2, 1, 1)","[30, 9, 11]","[2, 1, 1]"
219,"(36, 9, 5, 2, 0, 2)","[36, 9, 5]","[2, 0, 2]"
220,"(30, 9, 11, 1, 2, 2)","[30, 9, 11]","[1, 2, 2]"
221,"(30, 9, 11, 2, 0, 1)","[30, 9, 11]","[2, 0, 1]"
222,"(36, 9, 5, 1, 1, 0)","[36, 9, 5]","[1, 1, 0]"
223,"(30, 15, 5, 1, 0, 2)","[30, 15, 5]","[1, 0, 2]"
224,"(24, 15, 11, 1, 2, 1)","[24, 15, 11]","[1, 2, 1]"
225,"(24, 15, 11, 1, 2, 1)","[24, 15, 11]","[1, 2, 1]"
226,"(12, 15, 23, 1, 2, 1)","[12, 15, 23]","[1, 2, 1]"
227,"(24, 15, 11, 2, 1, 1)","[24, 15, 11]","[2, 1, 1]"
228,"(30, 9, 11, 2, 1, 2)","[30, 9, 11]","[2, 1, 2]"
229,"(6, 39, 5, 1, 0, 1)","[6, 39, 5]","[1, 0, 1]"
230,"(30, 15, 5, 0, 2, 0)","[30, 15, 5]","[0, 2, 0]"
231,"(30, 15, 5, 2, 1, 0)","[30, 15, 5]","[2, 1, 0]"
232,"(36, 9, 5, 1, 2, 1)","[36, 9, 5]","[1, 2, 1]"
233,"(36, 9, 5, 1, 2, 1)","[36, 9, 5]","[1, 2, 1]"
234,"(24, 21, 5, 2, 2, 0)","[24, 21, 5]","[2, 2, 0]"
235,"(18, 15, 17, 0, 0, 1)","[18, 15, 17]","[0, 0, 1]"
236,"(30, 15, 5, 0, 2, 0)","[30, 15, 5]","[0, 2, 0]"
237,"(18, 9, 23, 0, 0, 0)","[18, 9, 23]","[0, 0, 0]"
238,"(36, 9, 5, 2, 0, 2)","[36, 9, 5]","[2, 0, 2]"
239,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
240,"(30, 9, 11, 1, 1, 0)","[30, 9, 11]","[1, 1, 0]"
241,"(24, 15, 11, 0, 2, 2)","[24, 15, 11]","[0, 2, 2]"
242,"(6, 9, 35, 1, 2, 1)","[6, 9, 35]","[1, 2, 1]"
243,"(30, 9, 11, 1, 1, 0)","[30, 9, 11]","[1, 1, 0]"
244,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
245,"(30, 9, 11, 1, 1, 0)","[30, 9, 11]","[1, 1, 0]"
246,"(18, 9, 23, 1, 1, 1)","[18, 9, 23]","[1, 1, 1]"
247,"(30, 9, 11, 0, 0, 2)","[30, 9, 11]","[0, 0, 2]"
248,"(18, 15, 17, 1, 0, 1)","[18, 15, 17]","[1, 0, 1]"
249,"(24, 21, 5, 1, 0, 1)","[24, 21, 5]","[1, 0, 1]"
250,"(36, 9, 5, 1, 0, 1)","[36, 9, 5]","[1, 0, 1]"
251,"(18, 15, 17, 2, 0, 0)","[18, 15, 17]","[2, 0, 0]"
252,"(30, 15, 5, 2, 2, 0)","[30, 15, 5]","[2, 2, 0]"
253,"(30, 9, 11, 1, 1, 2)","[30, 9, 11]","[1, 1, 2]"
254,"(36, 9, 5, 0, 2, 2)","[36, 9, 5]","[0, 2, 2]"
255,"(30, 9, 11, 0, 1, 2)","[30, 9, 11]","[0, 1, 2]"
256,"(30, 15, 5, 1, 0, 2)","[30, 15, 5]","[1, 0, 2]"
257,"(30, 9, 11, 1, 1, 0)","[30, 9, 11]","[1, 1, 0]"
258,"(36, 9, 5, 1, 0, 2)","[36, 9, 5]","[1, 0, 2]"
259,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
260,"(36, 9, 5, 0, 1, 1)","[36, 9, 5]","[0, 1, 1]"
261,"(18, 9, 23, 2, 1, 0)","[18, 9, 23]","[2, 1, 0]"
262,"(30, 15, 5, 2, 2, 1)","[30, 15, 5]","[2, 2, 1]"
263,"(30, 9, 11, 0, 2, 2)","[30, 9, 11]","[0, 2, 2]"
264,"(18, 9, 23, 2, 2, 1)","[18, 9, 23]","[2, 2, 1]"
265,"(24, 21, 5, 0, 0, 1)","[24, 21, 5]","[0, 0, 1]"
266,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
267,"(18, 9, 23, 2, 1, 0)","[18, 9, 23]","[2, 1, 0]"
268,"(24, 15, 11, 0, 0, 2)","[24, 15, 11]","[0, 0, 2]"
269,"(24, 15, 11, 2, 2, 0)","[24, 15, 11]","[2, 2, 0]"
270,"(24, 15, 11, 0, 0, 1)","[24, 15, 11]","[0, 0, 1]"
271,"(24, 15, 11, 2, 1, 0)","[24, 15, 11]","[2, 1, 0]"
272,"(24, 15, 11, 0, 2, 1)","[24, 15, 11]","[0, 2, 1]"
273,"(30, 15, 5, 2, 2, 2)","[30, 15, 5]","[2, 2, 2]"
274,"(30, 15, 5, 2, 2, 0)","[30, 15, 5]","[2, 2, 0]"
275,"(24, 21, 5, 1, 1, 1)","[24, 21, 5]","[1, 1, 1]"
276,"(30, 9, 11, 0, 1, 1)","[30, 9, 11]","[0, 1, 1]"
277,"(24, 21, 5, 0, 0, 1)","[24, 21, 5]","[0, 0, 1]"
278,"(30, 9, 11, 2, 1, 1)","[30, 9, 11]","[2, 1, 1]"
279,"(36, 9, 5, 0, 1, 1)","[36, 9, 5]","[0, 1, 1]"
280,"(36, 9, 5, 0, 1, 1)","[36, 9, 5]","[0, 1, 1]"
281,"(30, 9, 11, 2, 1, 1)","[30, 9, 11]","[2, 1, 1]"
282,"(36, 9, 5, 0, 2, 2)","[36, 9, 5]","[0, 2, 2]"
283,"(18, 15, 17, 1, 0, 1)","[18, 15, 17]","[1, 0, 1]"
284,"(30, 15, 5, 0, 1, 1)","[30, 15, 5]","[0, 1, 1]"
285,"(18, 15, 17, 0, 2, 2)","[18, 15, 17]","[0, 2, 2]"
286,"(24, 15, 11, 0, 0, 2)","[24, 15, 11]","[0, 0, 2]"
287,"(30, 9, 11, 1, 1, 2)","[30, 9, 11]","[1, 1, 2]"
288,"(30, 15, 5, 0, 2, 2)","[30, 15, 5]","[0, 2, 2]"
289,"(36, 9, 5, 1, 0, 2)","[36, 9, 5]","[1, 0, 2]"
290,"(36, 9, 5, 0, 2, 2)","[36, 9, 5]","[0, 2, 2]"
291,"(18, 9, 23, 2, 1, 0)","[18, 9, 23]","[2, 1, 0]"
292,"(18, 9, 23, 1, 2, 2)","[18, 9, 23]","[1, 2, 2]"
293,"(36, 9, 5, 2, 1, 1)","[36, 9, 5]","[2, 1, 1]"
294,"(30, 15, 5, 1, 1, 1)","[30, 15, 5]","[1, 1, 1]"
295,"(18, 15, 17, 0, 2, 2)","[18, 15, 17]","[0, 2, 2]"
296,"(24, 15, 11, 2, 2, 2)","[24, 15, 11]","[2, 2, 2]"
297,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
298,"(24, 21, 5, 2, 1, 2)","[24, 21, 5]","[2, 1, 2]"
299,"(18, 9, 23, 1, 2, 2)","[18, 9, 23]","[1, 2, 2]"
300,"(30, 9, 11, 1, 0, 2)","[30, 9, 11]","[1, 0, 2]"
301,"(24, 15, 11, 2, 2, 0)","[24, 15, 11]","[2, 2, 0]"
302,"(36, 9, 5, 1, 2, 2)","[36, 9, 5]","[1, 2, 2]"
303,"(30, 9, 11, 0, 2, 2)","[30, 9, 11]","[0, 2, 2]"
304,"(18, 9, 23, 0, 2, 2)","[18, 9, 23]","[0, 2, 2]"
305,"(30, 9, 11, 0, 1, 2)","[30, 9, 11]","[0, 1, 2]"
306,"(30, 9, 11, 0, 1, 2)","[30, 9, 11]","[0, 1, 2]"
307,"(30, 9, 11, 2, 1, 2)","[30, 9, 11]","[2, 1, 2]"
308,"(30, 9, 11, 1, 1, 0)","[30, 9, 11]","[1, 1, 0]"
309,"(24, 21, 5, 0, 2, 1)","[24, 21, 5]","[0, 2, 1]"
310,"(24, 15, 11, 1, 1, 1)","[24, 15, 11]","[1, 1, 1]"
311,"(36, 9, 5, 0, 2, 2)","[36, 9, 5]","[0, 2, 2]"
312,"(24, 21, 5, 2, 2, 1)","[24, 21, 5]","[2, 2, 1]"
313,"(36, 9, 5, 0, 1, 2)","[36, 9, 5]","[0, 1, 2]"
314,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
315,"(12, 15, 23, 2, 0, 0)","[12, 15, 23]","[2, 0, 0]"
316,"(18, 9, 23, 1, 1, 2)","[18, 9, 23]","[1, 1, 2]"
317,"(18, 9, 23, 2, 2, 2)","[18, 9, 23]","[2, 2, 2]"
318,"(30, 9, 11, 2, 1, 0)","[30, 9, 11]","[2, 1, 0]"
319,"(18, 9, 23, 0, 2, 2)","[18, 9, 23]","[0, 2, 2]"
320,"(36, 9, 5, 2, 0, 1)","[36, 9, 5]","[2, 0, 1]"
321,"(30, 9, 11, 1, 2, 2)","[30, 9, 11]","[1, 2, 2]"
322,"(30, 15, 5, 1, 2, 0)","[30, 15, 5]","[1, 2, 0]"
323,"(18, 9, 23, 1, 0, 2)","[18, 9, 23]","[1, 0, 2]"
324,"(30, 9, 11, 0, 1, 0)","[30, 9, 11]","[0, 1, 0]"
325,"(24, 21, 5, 2, 2, 1)","[24, 21, 5]","[2, 2, 1]"
326,"(30, 15, 5, 2, 1, 1)","[30, 15, 5]","[2, 1, 1]"
327,"(24, 21, 5, 0, 2, 1)","[24, 21, 5]","[0, 2, 1]"
328,"(30, 9, 11, 0, 2, 0)","[30, 9, 11]","[0, 2, 0]"
329,"(18, 9, 23, 1, 0, 1)","[18, 9, 23]","[1, 0, 1]"
330,"(18, 9, 23, 0, 2, 0)","[18, 9, 23]","[0, 2, 0]"
331,"(30, 15, 5, 2, 2, 2)","[30, 15, 5]","[2, 2, 2]"
332,"(18, 15, 17, 0, 0, 1)","[18, 15, 17]","[0, 0, 1]"
333,"(24, 15, 11, 0, 0, 2)","[24, 15, 11]","[0, 0, 2]"
334,"(30, 9, 11, 1, 2, 1)","[30, 9, 11]","[1, 2, 1]"
335,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
336,"(24, 15, 11, 2, 2, 0)","[24, 15, 11]","[2, 2, 0]"
337,"(36, 9, 5, 0, 1, 0)","[36, 9, 5]","[0, 1, 0]"
338,"(24, 15, 11, 1, 1, 1)","[24, 15, 11]","[1, 1, 1]"
339,"(6, 39, 5, 2, 0, 2)","[6, 39, 5]","[2, 0, 2]"
340,"(24, 21, 5, 1, 0, 0)","[24, 21, 5]","[1, 0, 0]"
341,"(30, 15, 5, 1, 0, 1)","[30, 15, 5]","[1, 0, 1]"
342,"(36, 9, 5, 2, 0, 1)","[36, 9, 5]","[2, 0, 1]"
343,"(30, 9, 11, 2, 1, 0)","[30, 9, 11]","[2, 1, 0]"
344,"(24, 21, 5, 1, 0, 0)","[24, 21, 5]","[1, 0, 0]"
345,"(18, 9, 23, 2, 0, 1)","[18, 9, 23]","[2, 0, 1]"
346,"(18, 15, 17, 0, 2, 2)","[18, 15, 17]","[0, 2, 2]"
347,"(30, 9, 11, 1, 2, 2)","[30, 9, 11]","[1, 2, 2]"
348,"(30, 9, 11, 0, 0, 1)","[30, 9, 11]","[0, 0, 1]"
349,"(24, 15, 11, 0, 1, 2)","[24, 15, 11]","[0, 1, 2]"
350,"(30, 9, 11, 1, 1, 0)","[30, 9, 11]","[1, 1, 0]"
351,"(30, 9, 11, 1, 2, 1)","[30, 9, 11]","[1, 2, 1]"
352,"(30, 9, 11, 0, 1, 2)","[30, 9, 11]","[0, 1, 2]"
353,"(24, 21, 5, 1, 2, 0)","[24, 21, 5]","[1, 2, 0]"
354,"(24, 15, 11, 1, 1, 2)","[24, 15, 11]","[1, 1, 2]"
355,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
356,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
357,"(30, 15, 5, 2, 1, 0)","[30, 15, 5]","[2, 1, 0]"
358,"(36, 9, 5, 0, 2, 0)","[36, 9, 5]","[0, 2, 0]"
359,"(30, 15, 5, 1, 0, 2)","[30, 15, 5]","[1, 0, 2]"
360,"(18, 15, 17, 2, 2, 1)","[18, 15, 17]","[2, 2, 1]"
361,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
362,"(24, 21, 5, 1, 0, 0)","[24, 21, 5]","[1, 0, 0]"
363,"(30, 9, 11, 1, 1, 2)","[30, 9, 11]","[1, 1, 2]"
364,"(30, 15, 5, 1, 0, 2)","[30, 15, 5]","[1, 0, 2]"
365,"(36, 9, 5, 0, 2, 1)","[36, 9, 5]","[0, 2, 1]"
366,"(18, 15, 17, 1, 0, 2)","[18, 15, 17]","[1, 0, 2]"
367,"(30, 9, 11, 2, 0, 1)","[30, 9, 11]","[2, 0, 1]"
368,"(30, 9, 11, 1, 1, 0)","[30, 9, 11]","[1, 1, 0]"
369,"(36, 9, 5, 1, 0, 2)","[36, 9, 5]","[1, 0, 2]"
370,"(18, 9, 23, 1, 1, 2)","[18, 9, 23]","[1, 1, 2]"
371,"(30, 9, 11, 0, 0, 0)","[30, 9, 11]","[0, 0, 0]"
372,"(18, 15, 17, 2, 1, 2)","[18, 15, 17]","[2, 1, 2]"
373,"(24, 15, 11, 1, 0, 1)","[24, 15, 11]","[1, 0, 1]"
374,"(18, 9, 23, 1, 0, 2)","[18, 9, 23]","[1, 0, 2]"
375,"(30, 15, 5, 0, 1, 1)","[30, 15, 5]","[0, 1, 1]"
376,"(24, 21, 5, 0, 2, 1)","[24, 21, 5]","[0, 2, 1]"
377,"(18, 9, 23, 2, 2, 2)","[18, 9, 23]","[2, 2, 2]"
378,"(30, 9, 11, 0, 2, 1)","[30, 9, 11]","[0, 2, 1]"
379,"(30, 9, 11, 0, 0, 1)","[30, 9, 11]","[0, 0, 1]"
380,"(36, 9, 5, 0, 0, 0)","[36, 9, 5]","[0, 0, 0]"
381,"(30, 9, 11, 1, 1, 0)","[30, 9, 11]","[1, 1, 0]"
382,"(30, 9, 11, 2, 2, 1)","[30, 9, 11]","[2, 2, 1]"
383,"(18, 15, 17, 1, 2, 0)","[18, 15, 17]","[1, 2, 0]"
384,"(30, 9, 11, 1, 1, 2)","[30, 9, 11]","[1, 1, 2]"
385,"(30, 15, 5, 2, 2, 2)","[30, 15, 5]","[2, 2, 2]"
386,"(30, 9, 11, 1, 1, 1)","[30, 9, 11]","[1, 1, 1]"
387,"(36, 9, 5, 0, 0, 1)","[36, 9, 5]","[0, 0, 1]"
388,"(30, 15, 5, 1, 1, 0)","[30, 15, 5]","[1, 1, 0]"
389,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
390,"(36, 9, 5, 0, 2, 2)","[36, 9, 5]","[0, 2, 2]"
391,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
392,"(30, 15, 5, 1, 1, 1)","[30, 15, 5]","[1, 1, 1]"
393,"(30, 9, 11, 2, 1, 2)","[30, 9, 11]","[2, 1, 2]"
